assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,clean_sheets_per_90,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,expected_assists,expected_assists_per_90,expected_goal_involvements,expected_goal_involvements_per_90,expected_goals,expected_goals_conceded,expected_goals_conceded_per_90,expected_goals_per_90,first_name,form,form_rank,form_rank_type,goals_conceded,goals_conceded_per_90,goals_scored,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,now_cost_rank,now_cost_rank_type,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,points_per_game_rank,points_per_game_rank_type,red_cards,saves,saves_per_90,second_name,selected_by_percent,selected_rank,selected_rank_type,special,squad_number,starts,starts_per_90,status,team,team_code,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,0,0,None,None,0,0,442229,None,,0,0,0,0,0.0,431,164,None,,0,2,1.5,None,0,0.00,0,0.00,0,0.00,0.00,0,0,Michał,0.0,83,45,0,0,0,0.0,441,164,136,False,0.0,439,164,0,,None,40,567,183,0,0,None,0,,442229.jpg,0.0,445,165,0,0,0,Karbownik,0.2,416,165,False,None,0,0,a,5,36,0.0,416,163,0,0,0,0,0,0.0,0.0,Karbownik,0
0,0,0,None,None,0,0,484658,None,,0,0,0,0,0.0,521,212,None,,0,3,1.5,None,0,0.00,0,0.00,0,0.00,0.00,0,0,Kacper,0.0,287,55,0,0,0,0.0,525,212,137,False,0.0,524,212,0,,None,45,464,236,0,0,None,0,,484658.jpg,0.0,525,212,0,0,0,Kozłowski,0.1,538,203,False,None,0,0,a,5,36,0.0,516,211,0,0,0,0,0,0.0,0.0,Kozłowski,0
1,4,146,None,None,5,0.63,39155,None,,0,0,0,0,186.7,153,99,None,,0,3,2.1,None,0,1.22,0.15,2.10,0.26,0.88,10.59,1.33,0.11,Adam,0.0,310,69,10,1.26,2,48.5,233,111,138,False,144.2,273,117,717,,None,50,141,90,0,0,None,0,,39155.jpg,2.9,149,59,0,0,0.0,Lallana,0.1,517,186,False,None,12,1.51,a,5,36,152.0,173,108,47,0,0,0,0,0.0,9.4,Lallana,0
0,0,91,None,None,1,0.21,232792,None,,0,0,0,0,87.2,245,81,None,,0,2,1.5,None,0,0.64,0.13,0.84,0.17,0.20,6.37,1.31,0.04,Tariq,0.0,65,30,7,1.44,0,20.6,309,115,139,False,70.6,318,122,439,,None,40,549,168,0,0,None,0,,232792.jpg,1.1,349,125,0,0,0.0,Lamptey,7.7,50,16,False,None,3,0.62,a,5,36,48.0,278,101,23,0,0,0,0,0.0,5.8,Lamptey,1
10,16,559,None,None,10,0.33,109345,2,,0,0,0,0,965.8,11,9,2,,0,3,2.8,None,0,5.90,0.2,12.91,0.43,7.01,37.58,1.24,0.23,Solly,0.0,535,218,40,1.32,6,271.4,12,9,140,False,791.8,24,10,2719,,None,65,42,26,0,0,None,0,,109345.jpg,4.5,19,9,0,0,0.0,March,3.4,91,32,False,None,31,1.03,a,5,36,955.0,17,8,147,0,0,0,0,0.0,22.6,March,2
0,0,0,None,None,0,0,209288,None,,0,0,0,0,0.0,408,39,None,,0,1,1.5,None,0,0.00,0,0.00,0,0.00,0.00,0,0,Tom,0.0,55,29,0,0,0,0.0,420,49,141,False,0.0,418,49,0,,None,40,539,54,0,0,None,0,,209288.jpg,0.0,424,49,0,0,0,McGill,0.2,424,58,False,None,0,0,a,5,36,0.0,392,30,0,0,0,0,0,0.0,0.0,McGill,0
1,0,187,None,None,3,0.3,15157,None,,0,0,0,0,222.7,138,92,None,,0,3,2.1,None,0,1.63,0.17,2.03,0.21,0.40,13.56,1.37,0.04,James,0.0,308,68,12,1.21,0,49.5,228,108,142,False,179.6,255,112,889,,None,50,139,89,0,0,None,0,,15157.jpg,1.4,327,143,0,0,0.0,Milner,0.2,370,112,False,None,7,0.71,a,5,36,93.0,224,121,42,0,0,0,0,0.0,8.4,Milner,2
9,11,457,None,None,8,0.31,451340,None,,0,0,0,0,569.4,41,34,None,,0,3,2.8,None,0,4.93,0.19,13.22,0.51,8.29,35.52,1.38,0.32,Kaoru,0.0,544,223,35,1.36,7,200.4,30,22,143,False,569.6,80,37,2311,,None,65,51,31,0,0,None,0,,451340.jpg,4.2,35,16,0,0,0.0,Mitoma,38.5,5,3,False,None,24,0.93,a,5,36,867.0,23,14,138,0,0,0,0,0.0,21.2,Mitoma,0
0,0,0,None,None,0,0,243505,None,,0,0,0,0,0.0,497,196,None,,0,3,1.5,None,0,0.00,0,0.00,0,0.00,0.00,0,0,Jakub,0.0,238,26,0,0,0,0.0,500,194,144,False,0.0,498,194,0,,None,45,415,207,0,0,None,0,,243505.jpg,0.0,502,196,0,0,0,Moder,0.1,501,171,False,None,0,0,a,5,36,0.0,488,191,0,0,0,0,0,0.0,0.0,Moder,0
0,10,380,None,None,6,0.26,215059,None,,0,0,0,0,0.1,362,9,None,,0,1,2.9,None,0,0.01,0.0,0.01,0.0,0.00,27.60,1.2,0.0,Robert,0.0,203,56,30,1.3,0,43.9,247,16,145,False,439.0,122,16,2070,,None,45,380,23,0,0,None,1,,215059.jpg,3.6,78,15,0,48,2.09,Sánchez,5.1,71,12,False,None,23,1.0,a,5,36,0.0,472,57,82,0,0,0,0,0.0,18.2,Sanchez,2
2,0,40,None,None,1,0.54,441192,None,,0,0,0,0,38.2,296,152,None,,0,3,1.5,None,0,0.27,0.14,0.60,0.32,0.33,2.76,1.48,0.18,Jeremy,0.0,261,38,2,1.07,0,12.9,326,150,146,False,46.6,338,151,168,,None,45,438,219,0,0,None,0,,441192.jpg,1.8,278,116,0,0,0.0,Sarmiento Morante,0.5,243,77,False,None,1,0.54,a,5,36,50.0,276,140,16,0,0,0,0,0.0,3.6,Sarmiento,1
0,0,0,0,None,0,0,240514,None,,0,0,0,0,0.0,420,47,None,,0,1,0.0,None,0,0.00,0,0.00,0,0.00,0.00,0,0,Kjell,0.0,70,37,0,0,0,0.0,431,56,147,False,0.0,429,56,0,Joined Sturm Graz on a season-long loan,2023-07-06T16:30:02.985300Z,40,554,62,0,0,None,0,,240514.jpg,0.0,435,56,0,0,0,Scherpen,0.0,582,68,False,None,0,0,u,5,36,0.0,405,38,0,0,0,0,0,0.0,0.0,Scherpen,0
1,8,332,None,None,6,0.4,49262,None,,0,0,0,0,13.0,332,6,None,,0,1,2.9,None,0,0.15,0.01,0.15,0.01,0.00,23.46,1.56,0.0,Jason,0.0,108,46,23,1.53,0,39.1,262,17,148,False,377.6,159,17,1350,,None,45,285,13,1,0,None,1,,49262.jpg,4.3,26,6,0,37,2.47,Steele,6.0,60,10,False,None,15,1.0,a,5,36,0.0,436,47,65,0,0,0,0,0.0,14.4,Steele,1
2,4,173,None,None,2,0.29,450434,None,,0,0,0,0,124.0,200,24,None,,0,4,2.3,None,0,1.25,0.18,6.14,0.9,4.89,9.03,1.32,0.72,Deniz,0.0,503,47,9,1.32,5,69.1,185,23,149,False,196.4,246,24,614,,None,55,134,35,1,0,None,0,,450434.jpg,2.4,208,23,0,0,0.0,Undav,0.8,189,35,False,None,6,0.88,a,5,36,372.0,89,24,52,0,0,0,0,0.0,9.5,Undav,2
0,0,54,None,None,0,0.0,469142,None,,0,0,0,0,5.8,339,126,None,,0,2,1.5,None,0,0.04,0.01,0.59,0.18,0.55,6.72,2.08,0.17,Jan Paul,0.0,88,50,7,2.16,0,8.8,336,124,150,False,71.4,317,121,291,,None,40,572,188,0,0,None,0,,469142.jpg,0.8,384,135,0,0,0.0,van Hecke,0.7,215,69,False,None,3,0.93,a,5,36,10.0,324,125,6,0,0,0,0,0.0,1.5,Van Hecke,2
1,6,447,None,None,10,0.41,111478,None,,0,0,0,0,201.3,148,36,None,,0,2,2.5,None,0,1.02,0.04,2.74,0.11,1.72,27.53,1.13,0.07,Joël,0.0,142,85,29,1.2,1,77.4,158,41,151,False,407.2,141,51,2183,,None,45,319,60,0,0,None,0,,111478.jpg,3.1,123,37,0,0,0.0,Veltman,1.3,144,42,False,None,25,1.03,a,5,36,162.0,165,30,95,0,0,0,0,0.0,21.1,Veltman,6
0,0,0,None,None,0,0,489639,None,,0,0,0,0,0.0,524,64,None,,0,1,2.9,None,0,0.00,0,0.00,0,0.00,0.00,0,0,Bart,0.0,292,58,0,0,0,0.0,528,67,152,False,0.0,527,67,0,,None,45,469,25,0,0,None,0,,489639.jpg,0.0,528,67,0,0,0,Verbruggen,1.5,139,20,False,None,0,0,a,5,36,0.0,519,59,0,0,0,0,0,0.0,0.0,Verbruggen,0
0,3,405,None,None,9,0.41,110735,None,,0,0,0,0,104.3,225,70,None,,0,2,2.5,None,0,0.45,0.02,2.17,0.1,1.72,25.80,1.17,0.08,Adam,0.0,140,84,27,1.23,0,59.2,204,66,153,False,361.8,168,62,1983,,None,45,317,59,1,0,None,0,,110735.jpg,2.8,160,55,0,0,0.0,Webster,0.4,276,94,False,None,23,1.04,a,5,36,126.0,191,48,75,0,0,0,0,0.0,16.7,Webster,2
5,5,296,None,None,6,0.29,50175,None,,0,0,0,0,390.6,81,5,None,,0,4,2.6,None,0,1.65,0.08,10.24,0.5,8.59,26.45,1.29,0.42,Danny,0.0,508,49,28,1.37,6,155.4,57,10,154,False,378.2,158,14,1844,,None,60,54,19,0,0,3,0,,50175.jpg,2.9,154,17,0,0,0.0,Welbeck,1.1,158,32,False,None,21,1.02,a,5,36,782.0,25,10,91,0,0,0,0,0.0,15.2,Welbeck,0
0,0,0,None,None,0,0,204676,None,,0,0,0,0,0.0,479,44,None,,0,4,1.5,None,0,0.00,0,0.00,0,0.00,0.00,0,0,Andi,0.0,193,4,0,0,0,0.0,482,46,155,False,0.0,480,44,0,,None,45,370,58,0,0,None,0,,204676.jpg,0.0,485,46,0,0,0,Zeqiri,1.0,172,34,False,None,0,0,a,5,36,0.0,469,46,0,0,0,0,0,0.0,0.0,Zeqiri,0
0,0,0,None,None,0,0,578614,None,,0,0,0,0,0.0,534,220,None,,0,3,-0.5,None,0,0.00,0,0.00,0,0.00,0.00,0,0,Enock,0.0,306,66,0,0,0,0.0,538,220,156,False,0.0,537,220,0,,None,45,483,247,0,0,None,0,,578614.jpg,0.0,538,220,0,0,0,Agyei,0.3,298,97,False,None,0,0,a,6,90,0.0,529,219,0,0,0,0,0,0.0,0.0,Agyei,0
0,0,0,None,None,0,0,487968,None,,0,0,0,0,0.0,442,173,None,,0,2,-0.5,None,0,0.00,0,0.00,0,0.00,0.00,0,0,Ameen,0.0,95,55,0,0,0,0.0,451,173,157,False,0.0,449,173,0,,None,40,579,193,0,0,None,0,,487968.jpg,0.0,455,174,0,0,0,Al-Dakhil,0.6,216,70,False,None,0,0,a,6,90,0.0,427,172,0,0,0,0,0,0.0,0.0,Al-Dakhil,0
0,0,0,None,None,0,0,189776,None,,0,0,0,0,0.0,554,236,None,,0,3,0.1,None,0,0.00,0,0.00,0,0.00,0.00,0,0,Samuel,0.0,380,118,0,0,0,0.0,556,236,158,False,0.0,555,236,0,,None,50,211,139,0,0,None,0,,189776.jpg,0.0,556,236,0,0,0,Bastien,0.1,529,196,False,None,0,0,a,6,90,0.0,552,236,0,0,0,0,0,0.0,0.0,Bastien,0
0,0,0,None,None,0,0,183751,3,,0,0,0,0,0.0,576,246,None,,0,3,0.5,None,0,0.00,0,0.00,0,0.00,0.00,0,0,Manuel Benson,0.0,476,178,0,0,0,0.0,576,246,159,False,0.0,576,246,0,,None,55,107,65,0,0,None,0,,183751.jpg,0.0,576,246,0,0,0,Hedilazio,0.5,233,75,False,None,0,0,a,6,90,0.0,576,246,0,0,0,0,0,0.0,0.0,Benson,0
0,0,0,None,None,0,0,241231,None,,0,0,0,0,0.0,421,155,None,,0,2,-0.5,None,0,0.00,0,0.00,0,0.00,0.00,0,0,Jordan,0.0,71,34,0,0,0,0.0,432,156,160,False,0.0,430,156,0,,None,40,555,172,0,0,None,0,,241231.jpg,0.0,436,157,0,0,0,Beyer,8.3,46,15,False,None,0,0,a,6,90,0.0,406,154,0,0,0,0,0,0.0,0.0,Beyer,0
0,0,0,None,None,0,0,172782,1,,0,0,0,0,0.0,551,235,3,,0,3,0.1,None,0,0.00,0,0.00,0,0.00,0.00,0,0,Josh,0.0,371,112,0,0,0,0.0,553,235,161,False,0.0,552,235,0,,None,50,202,133,0,0,None,0,,172782.jpg,0.0,553,235,0,0,0,Brownhill,0.7,207,70,False,None,0,0,a,6,90,0.0,549,235,0,0,0,0,0,0.0,0.0,Brownhill,0
0,0,0,None,None,0,0,250735,None,,0,0,0,0,0.0,504,200,None,,0,3,-0.5,None,0,0.00,0,0.00,0,0.00,0.00,0,0,Darko,0.0,249,32,0,0,0,0.0,508,199,162,False,0.0,506,199,0,,None,45,426,213,0,0,None,0,,250735.jpg,0.0,509,200,0,0,0,Churlinov,0.1,515,184,False,None,0,0,a,6,90,0.0,496,196,0,0,0,0,0,0.0,0.0,Churlinov,0
0,0,0,None,None,0,0,40145,None,,0,0,0,0,0.0,537,222,None,,0,3,0.1,None,0,0.00,0,0.00,0,0.00,0.00,0,0,Jack,0.0,311,70,0,0,0,0.0,540,222,163,False,0.0,539,222,0,,None,50,142,91,0,0,None,0,,40145.jpg,0.0,540,222,0,0,0,Cork,0.1,546,211,False,None,0,0,a,6,90,0.0,532,221,0,0,0,0,0,0.0,0.0,Cork,0
0,0,0,None,None,0,0,530873,None,,0,0,0,0,0.0,530,217,None,,0,3,-0.5,None,0,0.00,0,0.00,0,0.00,0.00,0,0,Dara,0.0,302,63,0,0,0,0.0,534,217,164,False,0.0,533,217,0,,None,45,479,244,0,0,None,0,,530873.jpg,0.0,534,217,0,0,0,Costelloe,0.1,535,200,False,None,0,0,a,6,90,0.0,525,216,0,0,0,0,0,0.0,0.0,Costelloe,0
0,0,0,None,None,0,0,172567,None,,0,0,0,0,0.0,550,234,None,,0,3,0.1,None,0,0.00,0,0.00,0,0.00,0.00,0,0,Josh,0.0,370,111,0,0,0,0.0,552,234,165,False,0.0,551,234,0,,None,50,201,132,0,0,None,0,,172567.jpg,0.0,552,234,0,0,0,Cullen,0.1,506,175,False,None,0,0,a,6,90,0.0,548,234,0,0,0,0,0,0.0,0.0,Cullen,0
0,0,0,None,None,0,0,432711,None,,0,0,0,0,0.0,426,159,None,,0,2,-0.5,None,0,0.00,0,0.00,0,0.00,0.00,0,0,CJ,0.0,77,39,0,0,0,0.0,437,160,166,False,0.0,435,160,0,,None,40,561,177,0,0,None,0,,432711.jpg,0.0,441,161,0,0,0,Egan-Riley,0.2,350,126,False,None,0,0,a,6,90,0.0,411,158,0,0,0,0,0,0.0,0.0,Egan-Riley,0
0,0,0,None,None,0,0,478969,None,,0,0,0,0,0.0,437,169,None,,0,2,-0.5,None,0,0.00,0,0.00,0,0.00,0.00,0,0,Hjalmar,0.0,90,51,0,0,0,0.0,447,169,167,False,0.0,445,169,0,,None,40,574,189,0,0,None,0,,478969.jpg,0.0,451,170,0,0,0,Ekdal,0.3,297,100,False,None,0,0,a,6,90,0.0,422,168,0,0,0,0,0,0.0,0.0,Ekdal,0
0,0,0,None,None,0,0,435973,None,,0,0,0,0,0.0,569,63,None,,0,4,-0.1,None,0,0.00,0,0.00,0,0.00,0.00,0,0,Lyle,0.0,422,33,0,0,0,0.0,569,63,168,False,0.0,569,63,0,,None,50,253,50,0,0,None,0,,435973.jpg,0.0,569,63,0,0,0,Foster,0.2,384,66,False,None,0,0,a,6,90,0.0,566,63,0,0,0,0,0,0.0,0.0,Foster,0
0,0,0,None,None,0,0,493347,None,,0,0,0,0,0.0,443,51,None,,0,1,-0.5,None,0,0.00,0,0.00,0,0.00,0.00,0,0,Denis,0.0,96,41,0,0,0,0.0,452,59,169,False,0.0,450,59,0,,None,40,580,66,0,0,None,0,,493347.jpg,0.0,456,59,0,0,0,Franchi,0.3,309,47,False,None,0,0,a,6,90,0.0,428,42,0,0,0,0,0,0.0,0.0,Franchi,0
0,0,0,None,None,0,0,60586,2,,0,0,0,0,0.0,540,225,2,,0,3,0.1,None,0,0.00,0,0.00,0,0.00,0.00,0,0,Jóhann Berg,0.0,321,76,0,0,0,0.0,543,225,170,False,0.0,542,225,0,,None,50,152,97,0,0,None,0,,60586.jpg,0.0,543,225,0,0,0,Gudmundsson,0.1,499,169,False,None,0,0,a,6,90,0.0,535,224,0,0,0,0,0,0.0,0.0,Gudmundsson,0
0,0,0,None,None,0,0,483391,None,,0,0,0,0,0.0,440,172,None,,0,2,-0.5,None,0,0.00,0,0.00,0,0.00,0.00,0,0,Luke,0.0,93,54,0,0,0,0.0,450,172,171,False,0.0,448,172,0,,None,40,577,192,0,0,None,0,,483391.jpg,0.0,454,173,0,0,0,McNally,0.2,343,120,False,None,0,0,a,6,90,0.0,425,171,0,0,0,0,0,0.0,0.0,McNally,0
0,0,0,None,None,0,0,232917,None,,0,0,0,0,0.0,492,63,None,,0,1,0.9,None,0,0.00,0,0.00,0,0.00,0.00,0,0,Arijanet,0.0,229,57,0,0,0,0.0,495,66,172,False,0.0,493,66,0,,None,45,406,24,0,0,None,0,,232917.jpg,0.0,497,66,0,0,0,Muric,0.9,187,28,False,None,0,0,a,6,90,0.0,483,58,0,0,0,0,0,0.0,0.0,Muric,0
0,0,0,None,None,0,0,216616,None,,0,0,0,0,0.0,482,187,None,,0,2,0.5,None,0,0.00,0,0.00,0,0.00,0.00,0,0,Dara,0.0,206,128,0,0,0,0.0,485,187,173,False,0.0,483,187,0,,None,45,383,103,0,0,None,0,,216616.jpg,0.0,488,187,0,0,0,O'Shea,0.3,341,119,False,None,0,0,a,6,90,0.0,473,186,0,0,0,0,0,0.0,0.0,O'Shea,0
0,0,0,None,None,0,0,220598,None,,0,0,0,0,0.0,562,59,None,,0,4,-0.1,None,0,0.00,0,0.00,0,0.00,0.00,0,0,Michael,0.0,401,26,0,0,0,0.0,564,60,174,False,0.0,563,59,0,,None,50,232,43,0,0,None,0,,220598.jpg,0.0,564,60,0,0,0,Obafemi,0.3,321,60,False,None,0,0,a,6,90,0.0,560,60,0,0,0,0,0,0.0,0.0,Obafemi,0
0,0,0,None,None,0,0,220037,None,,0,0,0,0,0.0,413,42,None,,0,1,-0.5,None,0,0.00,0,0.00,0,0.00,0.00,0,0,Bailey,0.0,60,32,0,0,0,0.0,425,52,175,False,0.0,423,52,0,,None,40,544,57,0,0,None,0,,220037.jpg,0.0,429,52,0,0,0,Peacock-Farrell,0.5,242,37,False,None,0,0,a,6,90,0.0,397,33,0,0,0,0,0,0.0,0.0,Peacock-Farrell,0
0,0,0,None,None,0,0,192290,None,,0,0,0,0,0.0,475,182,None,,0,2,0.5,None,0,0.00,0,0.00,0,0.00,0.00,0,0,Connor,0.0,181,108,0,0,0,0.0,478,182,176,False,0.0,476,182,0,,None,45,358,83,0,0,None,0,,192290.jpg,0.0,481,182,0,0,0,Roberts,0.7,203,66,False,None,0,0,a,6,90,0.0,465,181,0,0,0,0,0,0.0,0.0,Roberts,0
0,0,0,None,None,0,0,44683,None,,0,0,0,0,0.0,573,65,None,,0,4,0.3,None,0,0.00,0,0.00,0,0.00,0.00,0,0,Jay,0.0,447,38,0,0,0,0.0,573,65,177,False,0.0,573,65,0,,None,55,78,26,0,0,1,0,,44683.jpg,0.0,573,65,0,0,0,Rodriguez,0.3,325,62,False,None,0,0,a,6,90,0.0,570,65,0,0,0,0,0,0.0,0.0,Rodriguez,0
0,0,0,None,None,0,0,103914,None,,0,0,0,0,0.0,380,137,None,,0,2,-0.5,None,0,0.00,0,0.00,0,0.00,0.00,0,0,Charlie,0.0,21,7,0,0,0,0.0,395,138,178,False,0.0,393,138,0,,None,40,505,145,0,0,None,0,,103914.jpg,0.0,399,139,0,0,0,Taylor,1.2,154,46,False,None,0,0,a,6,90,0.0,362,133,0,0,0,0,0,0.0,0.0,Taylor,0
0,0,0,None,None,0,0,461102,None,,0,0,0,0,0.0,434,167,None,,0,2,-0.5,None,0,0.00,0,0.00,0,0.00,0.00,0,0,Bobby,0.0,86,48,0,0,0,0.0,444,167,179,False,0.0,442,167,0,,None,40,570,186,0,0,None,0,,461102.jpg,0.0,448,168,0,0,0,Thomas,0.4,283,96,False,None,0,0,a,6,90,0.0,419,166,0,0,0,0,0,0.0,0.0,Thomas,0
0,0,0,None,None,0,0,226473,None,,0,0,0,0,0.0,566,243,1,,0,3,0.1,None,0,0.00,0,0.00,0,0.00,0.00,0,0,Scott,0.0,406,133,0,0,0,0.0,567,243,180,False,0.0,566,243,0,,None,50,237,154,0,0,None,0,,226473.jpg,0.0,567,243,0,0,0,Twine,0.1,492,164,False,None,0,0,a,6,90,0.0,564,243,0,0,0,0,0,0.0,0.0,Twine,0
0,0,0,None,None,0,0,133085,None,,0,0,0,0,0.0,391,30,None,,0,1,-0.5,None,0,0.00,0,0.00,0,0.00,0.00,0,0,Lawrence,0.0,34,20,0,0,0,0.0,405,42,181,False,0.0,403,42,0,,None,40,518,45,0,0,None,0,,133085.jpg,0.0,409,42,0,0,0,Vigouroux,0.4,271,43,False,None,0,0,a,6,90,0.0,374,21,0,0,0,0,0,0.0,0.0,Vigouroux,0
0,0,0,None,None,0,0,441455,None,,0,0,0,0,0.0,510,194,None,,0,2,0.5,None,0,0.00,0,0.00,0,0.00,0.00,0,0,Victor,0.0,262,153,0,0,0,0.0,513,194,182,False,0.0,512,194,0,,None,45,439,128,0,0,None,0,,441455.jpg,0.0,514,194,0,0,0,da Silva,0.2,359,133,False,None,0,0,a,6,90,0.0,502,193,0,0,0,0,0,0.0,0.0,Vitinho,0
1,0,56,None,None,4,0.46,120202,None,,0,0,0,0,183.7,158,18,None,,0,4,0.3,None,0,1.16,0.13,3.18,0.36,2.02,14.60,1.66,0.23,Wout,0.0,457,40,11,1.25,0,42.4,253,31,183,False,97.6,297,30,790,,None,55,88,28,0,0,None,0,,120202.jpg,1.4,333,37,0,0,0.0,Weghorst,0.7,213,41,False,None,10,1.14,a,6,90,144.0,181,33,24,0,0,0,0,0.0,4.4,Weghorst,1
0,0,0,None,None,0,0,511783,None,,0,0,0,0,0.0,570,244,None,,0,3,0.1,None,0,0.00,0,0.00,0,0.00,0.00,0,0,Anass,0.0,440,156,0,0,0,0.0,570,244,184,False,0.0,570,244,0,,None,50,271,177,0,0,None,0,,511783.jpg,0.0,570,244,0,0,0,Zaroury,0.3,287,92,False,None,0,0,a,6,90,0.0,567,244,0,0,0,0,0,0.0,0.0,Zaroury,0
0,0,0,None,None,0,0,199598,None,,0,0,0,0,0.0,402,147,None,,0,2,0.5,None,0,0.00,0,0.00,0,0.00,0.00,0,0,Ethan,0.0,49,23,0,0,0,0.0,415,148,185,False,0.0,413,148,0,,None,40,533,161,0,0,None,0,,199598.jpg,0.0,419,149,0,0,0,Ampadu,0.3,326,114,False,None,0,0,a,7,8,0.0,386,145,0,0,0,0,0,0.0,0.0,Ampadu,0
0,0,0,None,None,0,0,532605,None,,0,0,0,0,0.0,531,218,None,,0,3,0.5,None,0,0.00,0,0.00,0,0.00,0.00,0,0,Andrey,0.0,303,64,0,0,0,0.0,535,218,186,False,0.0,534,218,0,,None,45,480,245,0,0,None,0,,532605.jpg,0.0,535,218,0,0,0,Nascimento dos Santos,0.1,455,144,False,None,0,0,a,7,8,0.0,526,217,0,0,0,0,0,0.0,0.0,Andrey,0
0,15,575,None,None,9,0.32,109745,None,,0,0,0,0,0.1,363,10,None,,0,1,2.7,None,0,0.00,0.0,0.00,0.0,0.00,38.34,1.35,0.0,Kepa,0.0,343,61,33,1.16,0,73.3,172,9,187,False,733.4,34,9,2565,,None,50,174,6,0,0,None,0,,109745.jpg,4.1,39,8,0,91,3.19,Arrizabalaga,2.2,112,17,False,None,29,1.02,a,7,8,0.0,541,62,118,0,0,0,0,0.0,23.6,Arrizabalaga,1
0,3,61,None,None,1,0.16,54694,None,,0,0,0,0,59.4,274,33,None,,0,4,1.7,None,0,0.18,0.03,1.71,0.28,1.53,8.66,1.43,0.25,Pierre-Emerick,0.0,532,56,8,1.32,1,28.5,291,33,188,False,55.0,331,35,546,,None,65,39,14,0,0,None,0,,54694.jpg,1.7,294,32,0,0,0.0,Aubameyang,0.4,284,53,False,None,5,0.82,a,7,8,177.0,160,31,25,0,0,0,0,0.0,3.8,Aubameyang,1
0,4,242,0,None,3,0.18,41328,None,,0,0,0,0,211.2,142,34,None,,0,2,0.0,None,0,1.25,0.07,1.60,0.09,0.35,27.38,1.62,0.02,César,0.0,105,60,21,1.24,0,58.4,208,69,189,False,272.0,209,78,1521,Left the club as a free agent,2023-07-06T16:30:03.010661Z,45,282,35,1,0,None,0,,41328.jpg,1.8,274,102,0,0,0.0,Azpilicueta,0.1,534,195,False,None,16,0.95,u,7,8,102.0,217,65,45,0,0,0,0,0.0,10.0,Azpilicueta,3
0,0,0,0,None,0,0,118335,None,,0,0,0,0,0.0,388,141,None,,0,2,0.0,None,0,0.00,0,0.00,0,0.00,0.00,0,0,Abdul Rahman,0.0,30,12,0,0,0,0.0,402,142,190,False,0.0,400,142,0,Permanent Transfer to PAOK,2023-07-13T08:07:47.494096Z,40,514,150,0,0,None,0,,118335.jpg,0.0,406,143,0,0,0,Baba,0.1,433,175,False,None,0,0,u,7,8,0.0,370,137,0,0,0,0,0,0.0,0.0,Baba,0
0,2,209,None,None,4,0.4,242880,None,,0,0,0,0,49.1,283,101,None,,0,2,1.5,None,0,0.20,0.02,1.46,0.15,1.26,12.31,1.23,0.13,Benoît,0.0,237,146,9,0.9,1,35.1,270,97,191,False,219.8,232,91,904,,None,45,414,121,0,0,None,0,,242880.jpg,3.6,80,21,0,0,0.0,Badiashile,0.5,231,79,False,None,10,1.0,a,7,8,81.0,236,78,40,0,0,0,0,0.0,8.9,B.Badiashile,2
0,0,0,None,None,0,0,122074,None,,0,0,0,0,0.0,389,29,None,,0,1,0.5,None,0,0.00,0,0.00,0,0.00,0.00,0,0,Marcus,0.0,32,19,0,0,0,0.0,403,41,192,False,0.0,401,41,0,,None,40,516,44,0,0,None,0,,122074.jpg,0.0,407,41,0,0,0,Bettinelli,0.1,474,63,False,None,0,0,a,7,8,0.0,372,20,0,0,0,0,0,0.0,0.0,Bettinelli,0
1,0,56,None,None,1,0.32,440323,None,,0,0,0,0,18.2,318,37,None,,0,4,0.9,None,0,0.06,0.02,0.90,0.29,0.84,4.49,1.42,0.27,Armando,0.0,427,34,5,1.58,1,19.7,310,34,193,False,64.6,325,33,285,,None,50,258,51,0,0,None,0,,440323.jpg,1.8,284,31,0,0,0.0,Broja,0.5,248,46,False,None,2,0.63,a,7,8,113.0,208,34,21,0,0,0,0,0.0,4.2,Broja,0
0,1,318,None,None,5,0.28,180736,None,,0,0,0,0,94.0,237,75,None,,0,2,1.5,None,0,0.32,0.02,1.14,0.07,0.82,30.99,1.74,0.05,Trevoh,0.0,175,104,24,1.35,0,50.3,226,78,194,False,294.6,190,68,1601,,None,45,352,79,1,0,None,0,,180736.jpg,2.0,250,96,0,0,0.0,Chalobah,0.2,353,128,False,None,18,1.01,a,7,8,112.0,211,61,49,0,0,0,0,0.0,10.9,Chalobah,4
