assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,clean_sheets_per_90,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,expected_assists,expected_assists_per_90,expected_goal_involvements,expected_goal_involvements_per_90,expected_goals,expected_goals_conceded,expected_goals_conceded_per_90,expected_goals_per_90,first_name,form,form_rank,form_rank_type,goals_conceded,goals_conceded_per_90,goals_scored,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,now_cost_rank,now_cost_rank_type,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,points_per_game_rank,points_per_game_rank_type,red_cards,saves,saves_per_90,second_name,selected_by_percent,selected_rank,selected_rank_type,special,squad_number,starts,starts_per_90,status,team,team_code,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,1,353,None,None,3,0.13,109646,None,,0,0,0,0,90.1,242,79,None,,0,2,2.0,None,0,0.47,0.02,1.18,0.05,0.71,43.91,1.9,0.03,Tosin,0.0,139,83,39,1.68,1,73.4,171,50,286,False,514.4,97,32,2084,,None,45,316,58,0,0,None,0,,109646.jpg,2.0,248,94,0,0,0.0,Adarabioyo,0.1,432,174,False,None,23,0.99,a,10,54,128.0,189,46,49,0,0,0,0,0.0,10.9,Tosin,4
2,10,206,None,None,1,0.08,245824,None,,0,0,0,0,118.6,208,26,None,,0,4,1.4,None,0,0.72,0.06,3.76,0.31,3.04,24.80,2.03,0.25,Carlos Vinícius,0.0,417,31,20,1.64,5,73.1,174,22,287,False,244.0,219,21,1098,,None,50,248,48,0,0,None,0,,245824.jpg,2.6,185,20,0,0,0.0,Alves Morais,3.3,94,17,False,None,11,0.9,a,10,54,374.0,87,23,72,0,0,0,0,0.0,14.4,Vinícius,3
5,2,215,None,None,2,0.17,153682,3,,0,0,0,0,184.1,157,101,None,,0,3,2.0,None,0,1.03,0.09,3.06,0.26,2.03,21.44,1.78,0.17,Harry,0.0,466,172,15,1.24,2,57.7,210,101,288,False,215.2,236,104,1085,,None,55,97,59,0,0,3,0,,153682.jpg,2.3,213,84,0,0,0.0,Wilson,0.2,363,110,False,None,13,1.08,a,10,54,178.0,158,102,68,0,0,0,0,0.0,12.4,Wilson,1
0,0,0,None,None,0,0,60706,None,,0,0,0,0,0.0,372,18,None,,0,1,1.5,None,0,0.00,0,0.00,0,0.00,0.00,0,0,Adrián,0.0,11,8,0,0,0,0.0,391,35,289,False,0.0,389,35,0,,None,40,495,33,0,0,None,0,,60706.jpg,0.0,395,35,0,0,0,San Miguel del Castillo,0.3,340,54,False,None,0,0,a,11,14,0.0,354,9,0,0,0,0,0,0.0,0.0,Adrián,0
11,21,824,None,None,10,0.31,169187,1,,0,0,0,0,1236.9,4,2,1,,0,2,4.5,None,0,9.26,0.29,11.62,0.36,2.36,43.10,1.33,0.07,Trent,0.0,571,195,44,1.36,2,232.2,20,2,290,False,821.4,22,4,2922,,None,80,12,1,0,0,None,0,,169187.jpg,4.2,37,4,0,0,0.0,Alexander-Arnold,33.7,8,4,False,None,34,1.05,a,11,14,262.0,119,15,156,0,0,0,0,0.0,19.5,Alexander-Arnold,5
1,15,824,None,None,14,0.38,116535,None,,0,0,0,0,10.1,335,7,None,,0,1,4.5,None,0,0.02,0.0,0.02,0.0,0.00,50.02,1.35,0.0,Alisson,0.0,456,67,43,1.16,0,97.6,121,4,291,False,966.4,11,4,3330,,None,55,87,2,0,0,None,1,,116535.jpg,4.4,24,5,0,107,2.89,Ramses Becker,9.8,43,8,False,None,37,1.0,a,11,14,0.0,572,67,162,0,0,0,0,0.0,29.5,Alisson,1
0,0,85,None,None,3,0.52,535928,None,,0,0,0,0,61.7,272,144,None,,0,3,2.1,None,0,0.47,0.08,1.26,0.22,0.79,6.80,1.17,0.14,Stefan,0.0,445,159,4,0.69,1,22.8,303,140,292,False,90.2,303,135,522,,None,50,276,180,0,0,None,0,,535928.jpg,2.0,261,106,0,0,0.0,Bajcetic,0.1,494,166,False,None,6,1.03,a,11,14,77.0,243,128,22,0,0,0,0,0.0,4.4,Bajcetic,2
5,8,310,None,None,7,0.37,447203,None,,0,0,0,0,336.9,95,7,None,,0,4,2.9,None,0,2.66,0.14,14.81,0.79,12.15,28.62,1.53,0.65,Darwin,0.0,568,67,22,1.18,9,186.0,38,8,293,False,458.2,116,10,1684,,None,75,27,11,0,0,None,0,,447203.jpg,3.4,106,14,1,0,0.0,Núñez Ribeiro,6.5,55,11,False,None,19,1.02,a,11,14,1078.0,12,7,100,0,0,0,0,0.0,13.3,Darwin,1
4,9,282,None,None,5,0.4,194634,None,,0,0,0,0,242.6,126,86,None,,0,3,3.2,None,0,1.70,0.14,8.08,0.65,6.38,17.76,1.42,0.51,Diogo,0.0,573,240,19,1.52,7,100.6,115,73,294,False,376.6,160,70,1125,,None,80,14,8,0,0,None,0,,194634.jpg,3.6,88,38,0,0,0.0,Teixeira da Silva,2.1,113,41,False,None,12,0.96,a,11,14,391.0,81,56,80,0,0,0,0,0.0,10.0,Diogo J.,2
2,2,286,None,None,5,0.28,444884,None,,0,0,0,0,406.1,75,60,None,,0,3,2.1,None,0,4.31,0.24,6.43,0.36,2.12,26.07,1.47,0.12,Harvey,0.0,430,148,20,1.12,1,105.5,109,71,295,False,269.0,211,95,1600,,None,50,261,169,0,0,None,0,,444884.jpg,1.9,269,113,0,0,0.0,Elliott,0.2,352,107,False,None,18,1.01,a,11,14,378.0,84,58,62,0,0,0,0,0.0,12.4,Elliott,2
2,0,394,None,None,11,0.37,116643,None,,0,0,0,0,316.4,101,76,None,,0,3,2.1,None,0,1.87,0.06,2.57,0.08,0.70,39.21,1.32,0.02,Fabio Henrique,0.0,348,95,34,1.15,0,82.5,145,85,296,False,400.2,147,64,2666,,None,50,179,116,0,0,3,0,,116643.jpg,1.9,266,110,0,0,0.0,Tavares,0.1,440,136,False,None,31,1.05,a,11,14,109.0,214,118,70,0,0,0,0,0.0,14.0,Fabinho,11
3,4,256,None,None,6,0.37,243298,None,,0,0,0,0,292.4,108,8,None,,0,4,2.9,None,0,1.87,0.12,8.30,0.52,6.43,19.56,1.21,0.4,Cody,0.0,566,66,19,1.18,7,112.3,96,15,297,False,375.6,162,15,1455,,None,75,25,10,0,0,None,0,,243298.jpg,4.3,32,9,0,0,0.0,Gakpo,5.0,72,14,False,None,17,1.05,a,11,14,460.0,61,17,90,0,0,0,0,0.0,12.0,Gakpo,0
0,8,337,None,None,8,0.49,171287,None,,0,0,0,0,46.1,284,102,None,,0,2,2.5,None,0,0.67,0.04,0.87,0.05,0.20,25.28,1.56,0.01,Joe,0.0,168,101,16,0.99,0,39.7,259,90,298,False,312.4,181,65,1461,,None,45,345,76,0,0,None,0,,171287.jpg,3.2,115,32,0,0,0.0,Gomez,0.3,336,117,False,None,15,0.92,a,11,14,38.0,291,108,68,0,0,0,0,0.0,15.1,Gomez,3
3,0,401,None,None,8,0.35,56979,None,,0,0,0,0,525.8,49,41,None,,0,3,2.1,None,0,3.59,0.16,4.93,0.22,1.35,31.96,1.4,0.06,Jordan,0.0,319,75,30,1.31,0,103.0,111,72,299,False,315.2,179,81,2060,,None,50,150,96,0,0,None,0,,56979.jpg,2.0,254,99,0,0,0.0,Henderson,0.1,454,143,False,None,23,1.0,a,11,14,185.0,153,99,69,0,0,0,0,0.0,13.8,Henderson,2
1,4,206,None,None,4,0.35,206915,None,,0,0,0,0,238.1,128,87,None,,0,3,2.1,None,0,1.36,0.12,2.51,0.22,1.15,15.60,1.36,0.1,Curtis,0.0,391,125,15,1.31,3,75.0,166,92,300,False,272.8,207,92,1029,,None,50,222,146,0,0,None,0,,206915.jpg,2.9,151,61,0,0,0.0,Jones,0.2,375,114,False,None,12,1.05,a,11,14,240.0,126,81,52,0,0,0,0,0.0,10.4,Jones,2
0,0,20,None,None,0,0.0,200720,None,,0,0,0,0,0.0,403,37,None,,0,1,1.5,None,0,0.00,0.0,0.00,0.0,0.00,1.77,1.77,0.0,Caoimhin,0.0,50,27,4,4.0,0,3.8,356,28,301,False,38.0,345,28,90,,None,40,534,52,0,0,None,0,,200720.jpg,2.0,245,27,0,6,6.0,Kelleher,0.3,288,46,False,None,1,1.0,a,11,14,0.0,387,28,2,0,0,0,0,0.0,0.5,Kelleher,0
0,0,305,None,None,7,0.41,204716,None,,0,0,0,0,39.6,291,106,None,,0,2,2.8,None,0,0.65,0.04,1.86,0.11,1.21,24.34,1.41,0.07,Ibrahima,0.0,388,177,22,1.28,0,46.8,238,82,302,False,285.6,197,72,1551,,None,50,219,25,1,0,None,0,,204716.jpg,2.7,175,64,0,0,0.0,Konaté,1.3,146,43,False,None,17,0.99,a,11,14,144.0,180,39,49,0,0,0,0,0.0,9.8,Konaté,5
2,7,166,None,None,4,0.36,244731,None,,0,0,0,0,200.6,149,97,None,,0,3,3.1,None,0,1.32,0.12,3.80,0.35,2.48,11.99,1.09,0.23,Luis,0.0,567,239,11,1.0,4,85.0,141,83,303,False,245.4,217,99,991,,None,75,26,15,0,0,None,0,,244731.jpg,3.6,87,37,0,0,0.0,Díaz,6.3,56,17,False,None,11,1.0,a,11,14,404.0,76,53,62,0,0,0,0,0.0,8.3,Luis Díaz,2
2,18,567,None,None,10,0.31,243016,None,,0,0,0,0,746.4,25,20,None,,0,3,2.7,None,0,4.27,0.13,16.32,0.51,12.05,40.48,1.26,0.38,Alexis,0.0,529,215,45,1.41,10,221.3,24,17,304,False,750.8,30,13,2882,,None,60,75,46,1,0,None,0,,243016.jpg,4.0,49,21,0,0,0.0,Mac Allister,15.4,26,9,False,None,31,0.97,a,11,14,714.0,29,18,140,0,0,0,0,0.0,23.3,Mac Allister,8
0,4,216,None,None,3,0.25,60914,None,,0,0,0,0,61.9,270,96,None,,0,2,2.8,None,0,0.93,0.08,1.80,0.15,0.87,16.46,1.36,0.07,Joel,0.0,323,168,20,1.65,1,39.6,260,91,305,False,232.8,225,85,1091,,None,50,154,16,1,0,None,0,,60914.jpg,2.6,182,70,0,0,0.0,Matip,0.3,334,116,False,None,12,0.99,a,11,14,102.0,219,67,36,0,0,0,0,0.0,7.2,Matip,3
0,0,17,None,None,0,0.0,197464,None,,0,0,0,0,1.4,347,128,None,,0,2,1.5,None,0,0.01,0.01,0.05,0.07,0.04,0.48,0.66,0.06,Nathaniel,0.0,47,21,1,1.38,0,3.4,359,129,306,False,15.4,355,130,65,,None,40,531,159,0,0,None,0,,197464.jpg,1.5,307,114,0,0,0.0,Phillips,0.2,357,131,False,None,1,1.38,a,11,14,18.0,318,121,3,0,0,0,0,0.0,0.8,Phillips,0
8,10,633,None,None,9,0.31,122798,2,,0,0,0,0,862.1,15,3,None,,0,2,3.6,None,0,6.69,0.23,7.93,0.27,1.24,36.59,1.28,0.04,Andrew,0.0,536,194,34,1.19,0,162.3,51,6,307,False,549.2,85,28,2579,,None,65,43,3,0,0,None,0,,122798.jpg,3.6,85,22,0,0,0.0,Robertson,3.9,82,27,False,None,29,1.01,a,11,14,211.0,142,20,121,0,0,0,0,0.0,18.6,Robertson,3
13,23,651,None,None,13,0.36,118748,None,,0,0,0,0,899.2,14,12,2,,0,3,4.5,None,0,7.03,0.19,28.04,0.76,21.01,47.47,1.3,0.57,Mohamed,0.0,583,248,45,1.23,19,365.6,2,1,308,False,1067.4,5,1,3290,,None,125,3,1,0,2,2,0,,118748.jpg,6.3,4,1,0,0,0.0,Salah,26.1,14,5,False,None,37,1.01,a,11,14,1688.0,3,1,239,0,0,0,0,0.0,19.1,Salah,2
0,0,0,None,None,0,0,424876,None,,0,0,0,0,0.0,582,248,None,,0,3,3.0,None,0,0.00,0,0.00,0,0.00,0.00,0,0,Dominik,0.0,554,231,0,0,0,0.0,582,248,309,False,0.0,582,248,0,,None,70,35,22,0,0,None,0,,424876.jpg,0.0,582,248,0,0,0,Szoboszlai,8.2,47,15,False,None,0,0,a,11,14,0.0,582,248,0,0,0,0,0,0.0,0.0,Szoboszlai,0
0,0,194,None,None,2,0.14,61558,None,,0,0,0,0,265.8,117,81,None,,0,3,2.1,None,0,1.18,0.08,1.64,0.11,0.46,21.41,1.54,0.03,Thiago,0.0,324,77,23,1.65,0,59.8,202,99,310,False,244.4,218,100,1252,,None,50,155,98,0,0,None,0,,61558.jpg,1.7,292,125,0,0,0.0,Alcántara do Nascimento,0.2,402,124,False,None,14,1.01,a,11,14,86.0,230,122,30,0,0,0,0,0.0,6.0,Thiago,2
4,2,216,None,None,4,0.47,214285,3,,0,0,0,0,298.3,106,21,None,,0,2,2.5,None,0,1.30,0.15,1.98,0.23,0.68,14.45,1.71,0.08,Konstantinos,0.0,201,125,11,1.3,0,60.7,201,65,311,False,183.2,252,99,762,,None,45,378,100,0,0,None,0,,214285.jpg,2.4,201,77,0,0,0.0,Tsimikas,0.2,408,161,False,None,9,1.06,a,11,14,124.0,192,49,48,0,0,0,0,0.0,10.7,Tsimikas,3
0,0,0,None,None,0,0,444765,None,,0,0,0,0,0.0,433,166,None,,0,2,1.5,None,0,0.00,0,0.00,0,0.00,0.00,0,0,Sepp,0.0,85,47,0,0,0,0.0,443,166,312,False,0.0,441,166,0,,None,40,569,185,0,0,None,0,,444765.jpg,0.0,447,167,0,0,0,van den Berg,0.6,222,74,False,None,0,0,a,11,14,0.0,418,165,0,0,0,0,0,0.0,0.0,Van den Berg,0
1,13,636,None,None,11,0.35,97032,None,,0,0,0,0,121.0,204,57,None,,0,2,3.4,None,0,1.09,0.03,3.59,0.11,2.50,41.17,1.31,0.08,Virgil,0.0,514,191,36,1.14,3,125.4,79,11,313,False,743.2,32,7,2835,,None,60,60,4,0,0,None,0,,97032.jpg,4.0,48,8,0,0,0.0,van Dijk,8.3,45,14,False,None,32,1.02,a,11,14,389.0,82,5,127,0,0,0,0,0.0,21.2,Virgil,3
0,0,0,None,None,0,0,174310,None,,0,0,0,0,0.0,552,56,None,,0,4,0.9,None,0,0.00,0,0.00,0,0.00,0.00,0,0,Elijah,0.0,372,23,0,0,0,0.0,554,57,314,False,0.0,553,56,0,,None,50,203,40,0,0,2,0,,174310.jpg,0.0,554,57,0,0,0,Adebayo,1.7,129,26,False,None,0,0,a,12,102,0.0,550,57,0,0,0,0,0,0.0,0.0,Adebayo,0
0,0,0,None,None,0,0,208904,None,,0,0,0,0,0.0,406,149,None,,0,2,0.5,None,0,0.00,0,0.00,0,0.00,0.00,0,0,Mads Juel,0.0,53,25,0,0,0,0.0,418,150,315,False,0.0,416,150,0,,None,40,537,163,0,0,None,0,,208904.jpg,0.0,422,151,0,0,0,Andersen,1.0,170,52,False,None,0,0,a,12,102,0.0,390,147,0,0,0,0,0,0.0,0.0,Andersen,0
0,0,0,None,None,0,0,165183,None,,0,0,0,0,0.0,397,144,None,,0,2,0.5,None,0,0.00,0,0.00,0,0.00,0.00,0,0,Amari'i,0.0,40,16,0,0,0,0.0,410,145,316,False,0.0,408,145,0,,None,40,524,154,0,0,None,0,,165183.jpg,0.0,414,146,0,0,0,Bell,21.6,16,6,False,None,0,0,a,12,102,0.0,380,141,0,0,0,0,0,0.0,0.0,Bell,0
0,0,0,None,None,0,0,82738,None,,0,0,0,0,0.0,542,227,3,,0,3,1.1,None,0,0.00,0,0.00,0,0.00,0.00,0,0,Luke,0.0,328,81,0,0,0,0.0,545,227,317,False,0.0,544,227,0,,None,50,159,102,0,0,None,0,,82738.jpg,0.0,545,227,0,0,0,Berry,0.2,411,127,False,None,0,0,a,12,102,0.0,537,226,0,0,0,0,0,0.0,0.0,Berry,0
0,0,0,None,None,0,0,156658,None,,0,0,0,0,0.0,395,143,None,,0,2,0.5,None,0,0.00,0,0.00,0,0.00,0.00,0,0,Reece,0.0,38,15,0,0,0,0.0,408,144,318,False,0.0,406,144,0,,None,40,522,153,0,0,None,0,,156658.jpg,0.0,412,145,0,0,0,Burke,0.3,319,113,False,None,0,0,a,12,102,0.0,378,140,0,0,0,0,0,0.0,0.0,Burke,0
0,0,0,None,None,0,0,193195,None,,0,0,0,0,0.0,555,237,None,,0,3,1.1,None,0,0.00,0,0.00,0,0.00,0.00,0,0,Allan,0.0,381,119,0,0,0,0.0,557,237,319,False,0.0,556,237,0,,None,50,212,140,0,0,None,0,,193195.jpg,0.0,557,237,0,0,0,Campbell,0.1,488,160,False,None,0,0,a,12,102,0.0,553,237,0,0,0,0,0,0.0,0.0,Campbell,0
0,0,0,None,None,0,0,96784,2,,0,0,0,0,0.0,543,228,1,,0,3,1.1,None,0,0.00,0,0.00,0,0.00,0.00,0,0,Jordan,0.0,336,87,0,0,0,0.0,546,228,320,False,0.0,545,228,0,,None,50,167,108,0,0,None,0,,96784.jpg,0.0,546,228,0,0,0,Clark,0.1,448,141,False,None,0,0,a,12,102,0.0,538,227,0,0,0,0,0,0.0,0.0,Clark,0
0,0,0,None,None,0,0,244262,1,,0,0,0,0,0.0,500,192,2,,0,2,1.5,None,0,0.00,0,0.00,0,0.00,0.00,0,0,Alfie,0.0,243,148,0,0,0,0.0,503,192,321,False,0.0,501,192,0,,None,45,420,123,0,0,None,0,,244262.jpg,0.0,505,192,0,0,0,Doughty,0.4,255,86,False,None,0,0,a,12,102,0.0,491,191,0,0,0,0,0,0.0,0.0,Doughty,0
0,0,0,None,None,0,0,49083,3,,0,0,0,0,0.0,539,224,None,,0,3,1.1,None,0,0.00,0,0.00,0,0.00,0.00,0,0,Luke,0.0,314,72,0,0,0,0.0,542,224,322,False,0.0,541,224,0,,None,50,145,93,0,0,None,0,,49083.jpg,0.0,542,224,0,0,0,Freeman,0.0,550,215,False,None,0,0,a,12,102,0.0,534,223,0,0,0,0,0,0.0,0.0,Freeman,0
0,0,0,None,None,0,0,113534,None,,0,0,0,0,0.0,386,27,None,,0,1,0.5,None,0,0.00,0,0.00,0,0.00,0.00,0,0,Matt,0.0,28,17,0,0,0,0.0,400,39,323,False,0.0,398,39,0,,None,40,512,42,0,0,None,0,,113534.jpg,0.0,404,39,0,0,0,Macey,1.0,168,25,False,None,0,0,a,12,102,0.0,368,18,0,0,0,0,0,0.0,0.0,Macey,0
0,0,0,None,None,0,0,422303,None,,0,0,0,0,0.0,505,49,None,,0,4,0.5,None,0,0.00,0,0.00,0,0.00,0.00,0,0,John,0.0,250,11,0,0,0,0.0,509,51,324,False,0.0,507,49,0,,None,45,427,65,0,0,None,0,,422303.jpg,0.0,510,51,0,0,0,McAtee,5.2,69,13,False,None,0,0,a,12,102,0.0,497,51,0,0,0,0,0,0.0,0.0,McAtee,0
0,0,0,None,None,0,0,453537,None,,0,0,0,0,0.0,513,205,None,,0,3,0.5,None,0,0.00,0,0.00,0,0.00,0.00,0,0,Carlos,0.0,268,41,0,0,0,0.0,516,204,325,False,0.0,515,204,0,,None,45,445,222,0,0,None,0,,453537.jpg,0.0,517,205,0,0,0,Mendes Gomes,0.8,191,67,False,None,0,0,a,12,102,0.0,505,202,0,0,0,0,0,0.0,0.0,Mendes,0
0,0,0,None,None,0,0,156700,None,,0,0,0,0,0.0,574,66,None,,0,4,1.3,None,0,0.00,0,0.00,0,0.00,0.00,0,0,Carlton,0.0,468,41,0,0,0,0.0,574,66,326,False,0.0,574,66,0,,None,55,99,29,0,0,1,0,,156700.jpg,0.0,574,66,0,0,0,Morris,3.3,96,18,False,None,0,0,a,12,102,0.0,574,66,0,0,0,0,0,0.0,0.0,Morris,0
0,0,0,None,None,0,0,174595,None,,0,0,0,0,0.0,472,42,None,,0,4,0.5,None,0,0.00,0,0.00,0,0.00,0.00,0,0,Admiral,0.0,172,2,0,0,0,0.0,475,44,327,False,0.0,473,42,0,,None,45,349,56,0,0,None,0,,174595.jpg,0.0,478,44,0,0,0,Muskwe,0.3,303,57,False,None,0,0,a,12,102,0.0,462,44,0,0,0,0,0,0.0,0.0,Muskwe,0
0,0,0,None,None,0,0,229164,None,,0,0,0,0,0.0,567,61,None,,0,4,0.9,None,0,0.00,0,0.00,0,0.00,0.00,0,0,Chiedozie,0.0,410,28,0,0,0,0.0,568,62,328,False,0.0,567,61,0,,None,50,241,45,0,0,None,0,,229164.jpg,0.0,568,62,0,0,0,Ogbene,0.3,306,58,False,None,0,0,a,12,102,0.0,565,62,0,0,0,0,0,0.0,0.0,Ogbene,0
0,0,0,None,None,0,0,168035,None,,0,0,0,0,0.0,548,232,None,,0,3,1.1,None,0,0.00,0,0.00,0,0.00,0.00,0,0,Fred,0.0,368,109,0,0,0,0.0,550,232,329,False,0.0,549,232,0,,None,50,199,130,0,0,None,0,,168035.jpg,0.0,550,232,0,0,0,Onyedinma,0.1,536,201,False,None,0,0,a,12,102,0.0,546,232,0,0,0,0,0,0.0,0.0,Onyedinma,0
0,0,0,None,None,0,0,199056,None,,0,0,0,0,0.0,476,183,None,,0,2,1.5,None,0,0.00,0,0.00,0,0.00,0.00,0,0,Gabriel,0.0,185,112,0,0,0,0.0,479,183,330,False,0.0,477,183,0,,None,45,362,87,0,0,None,0,,199056.jpg,0.0,482,183,0,0,0,Osho,0.2,388,149,False,None,0,0,a,12,102,0.0,466,182,0,0,0,0,0,0.0,0.0,Osho,0
0,0,0,None,None,0,0,490180,None,,0,0,0,0,0.0,526,54,None,,0,4,0.5,None,0,0.00,0,0.00,0,0.00,0.00,0,0,Aribim,0.0,294,18,0,0,0,0.0,530,55,331,False,0.0,529,54,0,,None,45,471,72,0,0,None,0,,490180.jpg,0.0,530,55,0,0,0,Pepple,0.3,331,63,False,None,0,0,a,12,102,0.0,521,55,0,0,0,0,0,0.0,0.0,Pepple,0
0,0,0,None,None,0,0,243532,None,,0,0,0,0,0.0,498,197,None,,0,3,0.5,None,0,0.00,0,0.00,0,0.00,0.00,0,0,Dion,0.0,239,27,0,0,0,0.0,501,195,332,False,0.0,499,195,0,,None,45,416,208,0,0,None,0,,243532.jpg,0.0,503,197,0,0,0,Pereira,0.4,281,89,False,None,0,0,a,12,102,0.0,489,192,0,0,0,0,0,0.0,0.0,Pereira,0
0,0,0,None,None,0,0,108411,None,,0,0,0,0,0.0,383,139,None,,0,2,0.5,None,0,0.00,0,0.00,0,0.00,0.00,0,0,Dan,0.0,24,9,0,0,0,0.0,398,140,333,False,0.0,396,140,0,,None,40,508,147,0,0,None,0,,108411.jpg,0.0,402,141,0,0,0,Potts,0.4,256,87,False,None,0,0,a,12,102,0.0,365,135,0,0,0,0,0,0.0,0.0,Potts,0
0,0,0,None,None,0,0,165152,None,,0,0,0,0,0.0,469,187,None,,0,3,0.5,None,0,0.00,0,0.00,0,0.00,0.00,0,0,Glen,0.0,161,12,0,0,0,0.0,473,185,334,False,0.0,471,185,0,,None,45,338,193,0,0,None,0,,165152.jpg,0.0,476,188,0,0,0,Rea,0.1,486,158,False,None,0,0,a,12,102,0.0,459,182,0,0,0,0,0,0.0,0.0,Rea,0
0,0,0,None,None,0,0,77818,None,,0,0,0,0,0.0,452,57,None,,0,1,1.9,None,0,0.00,0,0.00,0,0.00,0.00,0,0,James,0.0,118,48,0,0,0,0.0,458,62,335,False,0.0,456,62,0,,None,45,295,15,0,0,None,0,,77818.jpg,0.0,462,62,0,0,0,Shea,0.5,241,36,False,None,0,0,a,12,102,0.0,438,49,0,0,0,0,0,0.0,0.0,Shea,0
0,0,0,None,None,0,0,242500,None,,0,0,0,0,0.0,496,47,None,,0,4,0.5,None,0,0.00,0,0.00,0,0.00,0.00,0,0,Joe,0.0,236,9,0,0,0,0.0,499,49,336,False,0.0,497,47,0,,None,45,413,63,0,0,None,0,,242500.jpg,0.0,501,49,0,0,0,Taylor,0.7,202,39,False,None,0,0,a,12,102,0.0,487,49,0,0,0,0,0,0.0,0.0,Taylor,0
0,0,0,0,None,0,0,232477,None,,0,0,0,0,0.0,491,194,None,,0,3,0.0,None,0,0.00,0,0.00,0,0.00,0.00,0,0,Elliot,0.0,228,23,0,0,0,0.0,494,192,337,False,0.0,492,192,0,Joined Shrewsbury Town on a season-long loan - Unknown return date,2023-07-13T12:00:04.224388Z,45,405,204,0,0,None,0,,232477.jpg,0.0,496,194,0,0,0,Thorpe,0.1,466,149,False,None,0,0,n,12,102,0.0,482,189,0,0,0,0,0,0.0,0.0,Thorpe,0
0,0,0,0,None,0,0,207722,None,,0,0,0,0,0.0,405,38,None,,0,1,0.0,None,0,0.00,0,0.00,0,0.00,0.00,0,0,Jack,0.0,52,28,0,0,0,0.0,417,48,338,False,0.0,415,48,0,Joined Dundee United on a season-long loan - Expected back 01 Jul,2023-07-11T09:00:04.234257Z,40,536,53,0,0,None,0,,207722.jpg,0.0,421,48,0,0,0,Walton,0.4,277,45,False,None,0,0,u,12,102,0.0,389,29,0,0,0,0,0,0.0,0.0,Walton,0
0,0,0,None,None,0,0,223333,None,,0,0,0,0,0.0,486,192,None,,0,3,0.5,None,0,0.00,0,0.00,0,0.00,0.00,0,0,Louie,0.0,218,21,0,0,0,0.0,489,190,339,False,0.0,487,190,0,,None,45,395,202,0,0,None,0,,223333.jpg,0.0,491,192,0,0,0,Watson,0.5,239,76,False,None,0,0,a,12,102,0.0,477,187,0,0,0,0,0,0.0,0.0,Watson,0
0,0,0,None,None,0,0,91046,None,,0,0,0,0,0.0,457,41,None,,0,4,0.5,None,0,0.00,0,0.00,0,0.00,0.00,0,0,Cauley,0.0,129,1,0,0,0,0.0,463,43,340,False,0.0,461,41,0,,None,45,306,55,0,0,3,0,,91046.jpg,0.0,467,43,0,0,0,Woodrow,1.0,171,33,False,None,0,0,a,12,102,0.0,444,43,0,0,0,0,0,0.0,0.0,Woodrow,0
0,0,0,None,None,0,0,108796,None,,0,0,0,0,0.0,460,178,None,,0,2,1.5,None,0,0.00,0,0.00,0,0.00,0.00,0,0,Tom,0.0,137,81,0,0,0,0.0,465,178,575,False,0.0,463,178,0,,None,45,314,56,0,0,None,0,,108796.jpg,0.0,469,179,0,0,0,Lockyer,0.2,346,123,False,None,0,0,a,12,102,0.0,447,177,0,0,0,0,0,0.0,0.0,Lockyer,0
0,0,0,None,None,0,0,104047,None,,0,0,0,0,0.0,544,229,None,,0,3,1.1,None,0,0.00,0,0.00,0,0.00,0.00,0,0,Pelly Ruddock,0.0,339,89,0,0,0,0.0,547,229,582,False,0.0,546,229,0,,None,50,170,110,0,0,None,0,,104047.jpg,0.0,547,229,0,0,0,Mpanzu,0.1,508,177,False,None,0,0,a,12,102,0.0,540,228,0,0,0,0,0,0.0,0.0,Mpanzu,0
1,5,460,None,None,7,0.28,211975,None,,0,0,0,0,146.5,183,49,None,,0,2,3.8,None,0,0.99,0.04,2.13,0.08,1.14,21.70,0.86,0.04,Manuel,0.0,395,179,23,0.91,0,71.4,180,54,341,False,385.6,153,58,2284,,None,50,226,27,0,0,None,0,,211975.jpg,2.8,164,58,0,0,0.0,Akanji,3.9,84,28,False,None,24,0.95,a,13,43,180.0,156,26,82,0,0,0,0,0.0,16.4,Akanji,2
0,9,419,None,None,9,0.43,126184,None,,0,0,0,0,175.9,165,42,None,,0,2,3.8,None,0,1.30,0.06,2.85,0.13,1.55,16.48,0.79,0.07,Nathan,0.0,350,173,15,0.72,1,73.3,173,51,342,False,405.2,142,52,1871,,None,50,181,21,0,0,None,0,,126184.jpg,3.5,93,25,0,0,0.0,Aké,7.6,51,17,False,None,22,1.06,a,13,43,150.0,176,35,92,0,0,0,0,0.0,18.4,Aké,2
