id,xP
1,0.5
3,0.5
4,0.5
5,0.5
6,0.5
7,0.5
8,0.5
9,0.0
10,0.5
11,0.5
12,0.0
13,0.5
14,0.2
15,0.5
16,0.5
17,0.0
18,0.5
19,0.5
20,0.0
22,0.0
23,0.5
24,0.5
25,0.5
26,0.5
27,0.5
28,0.5
313,0.5
607,0.5
630,0.5
631,0.5
655,0.5
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
410,0.0
479,0.0
525,0.0
537,0.0
538,0.0
638,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,0.0
77,0.0
404,0.0
505,0.0
535,0.0
539,0.0
574,0.0
576,0.0
597,0.0
598,0.0
649,0.0
78,0.0
79,-1.0
80,-1.0
81,-1.0
82,-1.0
83,-1.0
84,0.0
85,-1.0
86,-1.0
87,-1.0
88,-1.0
89,-1.0
90,-1.0
91,0.0
92,-1.0
93,-1.0
94,0.0
95,-1.0
96,-1.0
97,0.0
98,0.0
99,0.0
100,0.0
510,0.0
515,-1.0
517,0.0
526,-1.0
540,0.0
541,0.0
580,-1.0
595,-1.0
632,-1.0
633,-1.0
646,-1.0
650,-1.0
101,0.0
102,0.0
103,0.0
104,0.0
106,0.0
107,0.0
108,0.0
109,0.0
111,0.0
113,0.0
114,0.0
115,0.0
116,0.0
117,0.0
118,0.0
119,0.0
120,0.0
121,0.0
122,0.0
123,0.0
124,0.0
125,0.0
126,0.0
149,0.0
542,0.0
543,0.0
544,0.0
559,0.0
586,0.0
596,0.0
640,0.0
651,0.0
652,0.0
48,0.0
112,0.5
127,0.5
128,0.5
129,0.0
130,0.4
131,0.0
132,0.5
133,0.0
134,0.0
135,0.5
136,0.5
137,0.0
138,0.0
139,0.0
140,0.5
141,0.5
142,0.5
143,0.0
144,0.0
145,0.5
146,0.0
147,0.5
148,0.5
150,0.5
151,0.0
272,0.0
304,0.5
520,0.5
606,0.0
616,0.5
617,0.5
635,0.5
653,0.5
661,0.5
152,0.5
153,0.5
154,0.0
155,0.0
156,0.5
157,0.5
158,0.5
159,0.5
160,0.5
161,0.5
162,0.1
163,0.5
164,0.5
165,0.5
166,0.4
167,0.5
168,0.5
169,0.5
170,0.5
171,0.5
172,0.0
173,0.5
174,0.0
175,0.5
495,0.0
496,0.0
514,0.5
530,0.0
590,0.5
601,0.5
604,0.5
634,0.5
642,0.5
644,0.5
654,0.5
110,0.0
176,0.0
177,0.0
178,0.0
179,0.0
180,0.0
181,0.0
182,0.0
183,0.0
184,0.0
185,0.0
186,0.0
187,0.0
188,0.0
189,0.0
190,0.0
191,0.0
192,0.0
193,0.0
194,0.0
195,0.0
196,0.0
197,0.0
198,0.0
199,0.0
475,0.0
531,0.0
534,0.0
560,0.0
561,0.0
570,0.0
577,0.0
605,0.0
611,0.0
627,0.0
637,0.0
662,1.2
2,0.0
105,0.0
200,0.0
201,0.0
202,0.0
203,0.0
204,0.0
205,0.0
206,0.0
207,0.0
208,0.0
209,0.0
210,0.0
211,0.0
212,0.0
213,0.0
214,0.0
215,0.0
216,0.0
217,0.0
218,0.0
219,0.0
220,0.0
231,0.0
346,0.0
470,0.0
521,0.0
532,0.0
546,0.0
562,0.0
591,0.0
613,0.0
614,0.0
618,0.0
636,0.0
641,0.0
667,1.3
248,0.0
249,0.0
250,0.0
251,0.0
252,0.0
253,0.0
254,0.0
255,0.0
256,0.0
257,0.0
258,0.0
259,0.0
260,0.0
261,0.0
262,0.0
263,0.0
264,0.0
265,0.0
266,0.0
267,0.0
268,0.0
269,0.0
270,0.0
271,0.0
273,0.0
548,0.0
549,0.0
581,0.0
612,0.0
639,0.0
645,0.0
221,-0.5
222,-0.5
223,0.0
224,0.0
225,-0.5
226,0.0
227,0.0
228,-0.5
229,0.0
230,-0.5
232,0.0
233,-0.4
234,0.0
235,-0.5
236,-0.5
237,-0.5
238,-0.5
239,-0.5
240,-0.5
241,0.0
242,-0.4
243,-0.5
244,-0.5
245,-0.5
246,-0.5
247,-0.5
506,-0.5
508,0.0
547,-0.5
565,0.0
578,-0.5
619,-0.5
659,-0.5
663,0.7
274,1.0
275,1.0
276,0.2
277,1.0
278,1.0
279,1.0
280,1.0
281,1.0
282,1.0
283,1.0
284,1.0
285,1.0
286,1.0
287,0.2
288,0.0
289,1.0
290,1.0
291,1.0
292,1.0
293,0.0
294,1.0
296,1.0
297,1.0
298,1.0
497,1.0
498,0.0
499,0.0
500,0.0
501,1.0
563,1.0
564,1.0
584,1.0
592,1.0
620,0.0
665,2.3
299,0.0
300,1.0
301,1.0
302,1.0
303,1.0
305,1.0
306,1.0
307,1.0
308,1.0
309,1.0
310,0.0
311,1.0
312,1.0
314,1.0
315,1.0
316,1.0
317,0.0
318,1.0
319,1.0
320,0.0
322,1.0
323,0.0
324,1.0
325,1.0
502,1.0
573,1.0
587,1.0
599,0.0
