id,xP
1,0.2
3,3.5
4,0.0
5,0.8
6,1.1
7,1.5
8,3.2
9,0.0
10,5.5
11,1.5
12,0.6
13,7.5
14,1.5
15,3.8
16,3.5
17,0.0
18,2.2
19,5.5
20,0.0
22,0.0
23,0.0
24,0.5
25,4.2
26,5.8
27,0.8
28,4.8
313,0.4
607,0.5
630,1.7
631,1.7
29,1.3
30,0.7
31,3.0
32,0.0
33,3.0
34,0.0
35,0.0
36,0.0
37,2.0
38,0.0
39,4.0
40,1.5
41,0.0
42,1.3
43,0.1
44,3.0
45,4.3
46,3.3
47,5.3
49,0.0
50,0.0
51,0.0
52,0.0
53,1.7
54,0.0
55,0.0
56,0.0
410,0.0
479,0.3
525,0.0
537,0.0
538,2.3
57,2.5
58,-0.4
59,0.2
60,0.0
61,-0.5
62,0.5
63,-0.5
64,1.8
65,0.2
66,4.8
67,3.2
68,0.0
69,1.5
70,5.8
71,3.2
72,-0.5
73,2.8
74,-0.5
75,2.5
76,3.5
77,-0.5
404,0.0
505,0.0
535,1.5
539,-0.5
574,2.8
576,0.2
597,0.0
598,0.0
78,0.5
79,0.0
80,9.0
81,1.5
82,-0.5
83,1.0
84,0.0
85,0.5
86,1.5
87,-0.5
88,1.5
89,3.0
90,-0.5
91,0.0
92,0.0
93,0.5
94,2.0
95,4.5
96,-0.5
97,0.0
98,0.0
99,0.0
100,0.0
510,0.0
515,0.0
517,-0.5
526,0.5
540,0.0
541,0.0
580,0.0
595,0.0
101,0.0
102,0.0
103,0.0
104,0.0
106,0.0
107,0.0
108,0.0
109,0.0
111,0.0
113,0.0
114,0.0
115,0.0
116,0.0
117,0.0
118,0.0
119,0.0
120,0.0
121,0.0
122,0.0
123,0.0
124,0.0
125,0.0
126,0.0
149,0.0
542,0.0
543,0.0
544,0.0
559,0.0
586,0.0
596,0.0
48,0.0
112,0.0
127,0.0
128,0.0
129,0.0
130,0.0
131,0.0
132,0.0
133,0.0
134,0.0
135,0.0
136,0.0
137,0.0
138,0.0
139,0.0
140,0.0
141,0.0
142,0.0
143,0.0
144,0.0
145,0.0
146,0.0
147,0.0
148,0.0
150,0.0
151,0.0
272,0.0
304,0.0
520,0.0
606,0.0
616,0.0
617,0.0
152,0.0
153,0.0
154,0.0
155,0.0
156,0.0
157,0.0
158,0.0
159,0.0
160,0.0
161,0.0
162,0.0
163,0.0
164,0.0
165,0.0
166,0.0
167,0.0
168,0.0
169,0.0
170,0.0
171,0.0
172,0.0
173,0.0
174,0.0
175,0.0
495,0.0
496,0.0
514,0.0
530,0.0
590,0.0
601,0.0
604,0.0
110,5.5
176,4.5
177,0.5
178,0.0
179,0.0
180,0.0
181,0.0
182,0.0
183,0.0
184,0.0
185,0.5
186,4.5
187,0.0
188,0.0
189,3.0
190,1.5
191,0.0
192,0.0
193,0.0
194,6.0
195,2.5
196,0.0
197,6.0
198,0.0
199,7.0
475,5.5
531,0.0
534,0.5
560,0.0
561,0.0
570,0.0
577,2.5
605,0.0
611,2.0
627,1.2
2,2.5
105,0.5
200,1.5
201,1.5
202,0.5
203,0.5
204,1.5
205,3.5
206,0.0
207,0.0
208,0.0
209,4.5
210,4.0
211,6.5
212,0.0
213,0.5
214,0.0
215,3.5
216,0.5
217,0.5
218,0.0
219,0.0
220,5.0
231,1.5
346,2.0
470,0.5
521,0.0
532,1.0
546,0.5
562,0.0
591,0.5
613,0.5
614,4.0
618,1.5
248,0.0
249,-0.2
250,0.0
251,-0.5
252,-0.5
253,-0.5
254,0.8
255,0.8
256,0.0
257,-0.2
258,0.2
259,4.2
260,-0.5
261,2.8
262,2.2
263,0.0
264,1.2
265,1.2
266,1.2
267,-0.5
268,0.8
269,1.2
270,-0.8
271,3.8
273,-0.5
548,-0.5
549,-0.4
581,-0.5
612,-1.0
221,0.0
222,0.0
223,0.0
224,0.0
225,0.0
226,0.0
227,0.0
228,0.0
229,0.0
230,0.0
232,0.0
233,0.0
234,0.0
235,0.0
236,0.0
237,0.0
238,0.0
239,0.0
240,0.0
241,0.0
242,0.0
243,0.0
244,0.0
245,0.0
246,0.0
247,0.0
506,0.0
508,0.0
547,0.0
565,0.0
578,0.0
619,0.0
274,0.0
275,0.0
276,0.0
277,0.0
278,0.0
279,0.0
280,0.0
281,0.0
282,0.0
283,0.0
284,0.0
285,0.0
286,0.0
287,0.0
288,0.0
289,0.0
290,0.0
291,0.0
292,0.0
293,0.0
294,0.0
296,0.0
297,0.0
298,0.0
497,0.0
498,0.0
499,0.0
500,0.0
501,0.0
563,0.0
564,0.0
584,0.0
592,0.0
620,0.0
299,1.9
300,3.0
301,7.0
302,7.0
303,3.0
305,4.3
306,8.7
307,5.7
308,1.3
309,0.0
310,0.0
311,6.0
312,5.7
314,5.7
315,2.7
316,1.7
317,0.0
318,11.7
319,5.3
320,0.0
322,1.0
323,0.0
324,1.0
325,1.0
502,1.0
573,1.3
587,1.7
599,0.0
600,1.0
610,4.0
326,0.0
327,0.0
328,0.0
