id,xP
198,0.0
199,1.2
475,3.2
531,0.0
534,3.2
560,0.0
561,0.0
570,0.8
577,2.5
605,0.0
611,1.2
627,0.0
637,0.0
2,4.2
105,0.2
200,1.0
201,2.2
202,0.0
203,0.0
204,4.2
205,3.2
206,0.0
207,0.0
208,0.0
209,0.2
210,3.2
211,3.2
212,0.8
213,0.0
214,0.0
215,0.0
216,0.2
217,2.0
218,0.0
219,0.0
220,1.8
231,1.5
346,4.0
470,4.0
521,0.0
532,0.0
546,0.2
562,0.0
591,0.0
613,0.0
614,1.0
618,1.0
636,0.0
641,0.0
248,0.0
249,0.0
250,0.0
251,0.2
252,0.5
253,0.0
254,6.0
255,2.0
256,0.0
257,3.8
258,6.8
259,2.5
260,0.5
261,0.0
262,0.8
263,0.0
264,5.2
265,0.0
266,4.2
267,0.0
268,5.0
269,1.5
270,0.0
271,3.5
273,0.0
548,0.0
549,2.0
581,0.0
612,5.0
639,0.0
645,1.3
221,2.5
222,0.5
223,1.0
224,0.0
225,1.5
226,0.0
227,1.0
228,0.2
229,0.0
230,1.0
232,0.0
233,2.0
234,0.0
235,3.5
236,0.0
237,0.0
238,4.2
239,0.5
240,1.2
241,0.0
242,0.8
243,0.0
244,2.2
245,1.2
246,3.0
247,0.0
506,2.2
508,0.5
547,0.0
565,0.0
578,0.0
619,0.0
274,2.2
275,2.8
276,0.0
277,2.8
278,0.2
279,6.5
280,5.2
281,9.2
282,2.5
283,5.5
284,2.8
285,3.2
286,4.5
287,0.0
288,0.0
289,1.0
290,0.0
291,1.2
292,3.8
293,0.0
294,2.5
296,1.8
297,4.2
298,1.0
497,1.0
498,0.0
499,0.0
500,0.0
501,1.0
563,1.0
564,1.0
584,1.0
592,1.0
620,0.0
299,0.0
300,0.0
301,0.0
302,0.0
303,0.0
305,0.0
306,0.0
307,0.0
308,0.0
309,0.0
310,0.0
311,0.0
312,0.0
314,0.0
315,0.0
316,0.0
317,0.0
318,0.0
319,0.0
320,0.0
322,0.0
323,0.0
324,0.0
325,0.0
502,0.0
573,0.0
587,0.0
599,0.0
600,0.0
610,0.0
326,2.0
327,3.0
328,-0.5
329,2.7
330,0.0
331,3.7
332,3.3
333,3.5
334,0.0
335,1.3
336,0.0
337,0.0
338,0.0
339,0.0
340,2.3
341,0.0
342,3.3
343,0.0
344,-0.3
345,0.0
347,-0.5
348,-0.5
355,-0.5
504,-1.0
519,1.1
533,2.7
550,0.0
551,-0.5
569,-0.5
593,2.0
609,4.7
615,0.0
643,-0.5
349,0.0
350,0.0
351,0.0
352,0.0
353,0.0
354,0.8
356,3.8
357,7.2
358,4.8
359,0.8
360,0.5
361,0.0
362,0.0
363,0.0
364,0.0
365,3.5
366,5.2
367,0.8
368,0.0
369,8.8
370,3.8
371,1.8
372,0.2
373,3.5
374,7.0
375,0.0
376,4.0
377,5.2
552,0.8
594,0.0
626,0.0
295,1.5
378,-0.5
379,1.5
380,-0.5
381,-0.1
382,0.0
383,-0.5
384,0.0
385,1.7
386,0.0
387,1.3
388,-0.3
389,0.0
390,0.0
391,0.0
392,0.0
393,-0.5
394,1.0
395,0.0
396,0.0
397,0.5
398,3.5
399,-0.3
474,-0.5
493,2.7
507,0.0
511,0.0
518,-0.5
523,0.7
524,0.0
527,0.7
536,0.7
553,-0.5
582,1.3
583,0.7
585,2.0
602,-0.4
621,-0.5
628,1.0
21,1.7
321,0.0
400,0.4
401,0.5
402,0.0
403,0.0
405,1.5
406,2.3
407,2.7
408,2.3
409,2.3
411,4.3
412,0.0
413,0.7
414,0.0
415,0.0
416,1.1
417,5.5
418,1.0
419,0.0
420,3.0
421,0.0
422,3.7
423,0.0
424,0.5
512,4.5
528,1.3
622,1.0
623,3.0
624,1.0
425,6.0
426,0.5
427,6.5
428,3.7
429,4.0
430,3.7
431,1.0
432,3.7
433,4.5
434,0.0
435,1.3
436,2.5
437,0.0
438,0.0
439,0.5
440,3.5
441,1.5
442,0.0
443,4.5
444,2.0
445,0.0
446,0.2
447,0.0
448,3.3
449,0.5
450,0.5
451,0.5
452,0.5
453,0.0
454,0.0
513,0.7
522,1.0
554,0.5
455,3.8
456,-1.0
457,2.0
458,1.8
459,0.9
460,-0.8
461,0.8
462,0.0
463,-0.8
464,0.2
465,4.8
466,0.0
467,3.0
468,1.2
469,0.2
471,0.0
472,0.0
473,-1.0
509,-0.2
529,4.2
545,-0.2
555,-1.0
556,-1.0
571,-1.0
572,0.0
575,0.0
588,3.0
603,2.2
476,0.0
477,2.0
478,4.8
480,3.2
481,0.8
482,1.0
483,2.0
484,2.2
485,0.0
486,0.0
487,2.0
488,0.0
489,1.0
490,0.0
491,4.0
492,0.0
494,0.0
503,1.8
516,0.2
557,0.0
558,1.8
566,0.5
567,0.0
568,0.5
579,0.8
589,2.0
608,0.0
625,1.5
629,0.5
