id,xP
48,1.1
112,3.7
127,3.9
128,2.3
129,0.0
130,3.3
131,0.0
132,2.9
133,5.9
134,0.0
135,0.9
136,2.9
137,0.0
138,0.0
139,2.1
140,2.9
141,4.1
142,7.3
143,0.0
144,0.0
145,4.1
146,0.0
147,0.9
148,2.5
150,3.1
151,0.0
272,0.0
304,2.1
520,0.0
606,0.0
616,0.5
617,1.5
635,0.5
653,1.8
152,5.6
153,0.0
154,0.0
155,0.0
156,3.8
157,0.0
158,1.4
159,1.8
160,3.8
161,2.0
162,0.0
163,0.4
164,0.6
165,3.2
166,4.6
167,3.0
168,0.6
169,5.6
170,3.2
171,3.2
172,0.0
173,0.2
174,0.0
175,0.0
495,0.0
496,0.0
514,0.4
530,0.0
590,0.0
601,0.0
604,0.0
634,0.0
642,0.0
644,0.0
654,1.3
110,1.2
176,0.0
177,0.4
178,3.4
179,0.0
180,0.0
181,0.0
182,4.6
183,0.0
184,0.0
185,0.2
186,5.6
187,0.0
188,0.0
189,2.2
190,0.2
191,2.6
192,0.0
193,0.0
194,4.0
195,2.6
196,0.0
197,0.2
198,0.0
199,2.8
475,3.4
531,0.0
534,2.0
560,0.0
561,0.0
570,0.8
577,2.0
605,0.0
611,2.0
627,0.0
637,0.0
2,5.4
105,0.4
200,1.0
201,3.2
202,0.0
203,0.0
204,3.4
205,3.2
206,0.0
207,0.0
208,0.0
209,0.4
210,4.0
211,4.2
212,1.2
213,0.0
214,0.0
215,0.2
216,0.2
217,2.8
218,0.0
219,0.0
220,2.4
231,0.8
346,5.4
470,4.4
521,0.0
532,0.0
546,0.2
562,0.0
591,0.0
613,0.0
614,3.4
618,0.8
636,0.0
641,0.0
248,0.0
249,-0.6
250,0.0
251,-0.8
252,-0.2
253,-1.0
254,4.4
255,2.0
256,0.0
257,3.6
258,5.6
259,2.4
260,-0.6
261,1.6
262,-0.2
263,0.0
264,3.6
265,-1.0
266,2.6
267,-0.6
268,3.4
269,0.8
270,-0.8
271,1.4
273,-1.0
548,-1.0
549,0.6
581,-1.0
612,3.2
639,-1.0
645,-1.0
221,0.1
222,-0.4
223,-0.2
224,0.0
225,1.8
226,0.0
227,0.6
228,-0.8
229,0.0
230,-0.6
232,0.0
233,1.4
234,0.0
235,1.2
236,-1.0
237,-0.6
238,1.8
239,-0.8
240,2.4
241,0.0
242,0.3
243,-0.5
244,0.0
245,0.8
246,1.6
247,-1.0
506,0.5
508,0.1
547,-1.0
565,-0.5
578,-1.0
619,-0.8
274,2.4
275,2.0
276,0.0
277,2.4
278,1.2
279,3.8
280,4.8
281,8.4
282,2.6
283,5.4
284,4.2
285,3.4
286,4.2
287,0.0
288,0.0
289,1.0
290,1.2
291,1.8
292,3.2
293,0.0
294,2.6
296,1.8
297,3.8
298,1.0
497,1.0
498,0.0
499,0.0
500,0.0
501,1.0
563,1.0
564,1.0
584,1.0
592,1.0
620,0.0
299,0.0
300,2.2
301,8.0
302,2.8
303,3.2
305,3.2
306,8.0
307,6.5
308,3.0
309,3.0
310,0.0
311,5.2
312,3.8
314,4.8
315,4.2
316,1.5
317,0.0
318,4.7
319,2.2
320,0.0
322,1.0
323,0.0
324,1.0
325,0.0
502,1.0
573,1.2
587,1.2
599,0.0
600,1.0
610,5.0
326,2.4
327,4.8
328,0.0
329,0.0
330,1.2
331,2.8
332,5.2
333,3.8
334,0.0
335,3.4
336,0.0
337,0.6
338,0.6
339,0.0
340,2.0
341,0.0
342,5.6
343,0.0
344,1.0
345,0.0
347,0.0
348,0.0
355,0.0
504,0.0
519,2.8
533,4.4
550,0.0
551,0.0
569,0.0
593,4.4
609,3.0
615,0.0
643,0.0
656,1.4
349,0.4
350,0.0
351,0.0
352,0.0
353,0.0
354,1.0
356,6.6
357,7.0
358,4.2
359,0.4
360,0.4
361,0.0
362,0.0
363,0.0
364,0.0
365,2.8
366,4.6
367,0.6
368,0.3
369,8.4
370,3.2
371,3.2
372,0.0
373,1.8
374,5.8
375,0.0
376,4.4
377,4.8
552,0.4
594,0.0
626,0.0
295,2.2
378,-1.0
379,2.0
380,-1.0
381,0.0
382,0.0
383,-1.0
384,0.0
385,2.0
386,0.0
387,1.2
388,-0.6
389,0.0
390,0.0
391,-0.6
392,0.0
393,-1.0
394,0.2
395,0.0
396,0.0
397,1.6
398,4.4
399,-0.8
474,-1.0
493,1.8
507,0.0
511,0.0
518,-1.0
523,0.0
524,-0.4
527,0.6
536,0.0
553,-1.0
582,1.0
583,1.0
585,1.0
602,-0.8
621,-1.0
628,1.6
21,1.0
321,0.0
400,0.0
401,0.0
402,0.0
403,0.0
405,2.8
406,2.4
407,2.2
408,1.6
409,0.0
411,2.6
412,0.0
413,0.6
414,0.0
415,0.0
416,1.4
417,4.6
418,0.6
419,0.0
420,2.6
421,0.0
422,3.0
423,0.0
424,0.0
512,2.2
528,0.6
622,0.4
623,2.6
624,0.6
647,0.0
648,0.0
425,5.4
426,1.0
427,6.4
428,4.0
429,3.8
430,4.0
431,1.8
432,5.2
433,4.8
434,0.0
435,1.6
436,3.6
437,0.0
438,0.0
439,1.0
440,4.8
441,2.0
442,0.0
443,4.0
444,2.6
445,1.2
446,0.0
447,0.0
448,4.0
449,1.0
450,1.0
451,1.0
452,1.0
453,0.0
454,0.0
513,2.2
522,1.4
554,1.2
455,4.2
456,0.0
457,3.4
458,2.4
459,0.7
460,0.2
461,4.2
462,0.0
463,1.0
464,3.0
465,2.1
466,0.0
467,3.8
468,2.6
469,1.2
471,2.2
472,0.0
473,0.2
509,1.6
529,3.0
545,0.4
555,0.0
556,0.0
571,0.0
572,0.0
575,0.0
588,2.6
603,0.0
476,0.0
477,1.4
478,3.8
480,4.6
481,0.8
482,1.6
483,1.8
484,2.0
485,0.0
486,0.0
487,1.4
488,0.0
489,0.0
490,0.0
491,3.6
492,0.0
494,0.0
503,1.8
516,0.6
557,0.0
558,1.8
566,0.4
567,0.0
568,0.4
579,0.6
589,1.8
608,0.0
625,0.9
629,0.8
