assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,clean_sheets_per_90,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,expected_assists,expected_assists_per_90,expected_goal_involvements,expected_goal_involvements_per_90,expected_goals,expected_goals_conceded,expected_goals_conceded_per_90,expected_goals_per_90,first_name,form,form_rank,form_rank_type,goals_conceded,goals_conceded_per_90,goals_scored,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,now_cost_rank,now_cost_rank_type,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,points_per_game_rank,points_per_game_rank_type,red_cards,saves,saves_per_90,second_name,selected_by_percent,selected_rank,selected_rank_type,special,squad_number,starts,starts_per_90,status,team,team_code,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
1,3,95,None,None,1,0.16,475168,None,,0,0,-2,2,173.8,56,3,None,,0,4,1.2,1.7,1,1.50,0.23,4.43,0.69,2.93,9.58,1.49,0.46,João Pedro,1.2,238,29,12,1.87,2,51.3,60,14,135,False,146.6,145,17,578,,None,53,148,40,0,0,1,0,,475168.jpg,2.4,200,27,0,0,0.0,Junqueira de Jesus,8.6,44,10,False,None,4,0.62,a,5,36,192.0,45,17,29,796872,2832,2277981,6129,0.2,5.5,João Pedro,1
0,0,0,0,0,0,0,442229,None,,0,0,0,0,0.0,506,191,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Michał,0.0,458,159,0,0,0,0.0,528,193,136,False,0.0,521,193,0,Permanent transfer to Hertha BSC,2023-08-09T08:35:32.699094Z,40,665,197,0,0,None,0,,442229.jpg,0.0,534,190,0,0,0,Karbownik,0.0,636,217,False,None,0,0,u,5,36,0.0,484,183,0,0,0,2215,1,0.0,0.0,Karbownik,0
0,0,0,0,0,0,0,484658,None,,0,0,0,0,0.0,648,263,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Kacper,0.0,615,240,0,0,0,0.0,658,266,137,False,0.0,652,262,0,Joined vitesse on a season long loan,2023-07-20T08:40:22.941077Z,45,428,247,0,0,None,0,,484658.jpg,0.0,662,269,0,0,0,Kozłowski,0.0,729,311,False,None,0,0,u,5,36,0.0,638,258,0,0,0,125,0,0.0,0.0,Kozłowski,0
0,0,28,100,100,1,0.35,39155,None,,0,0,-1,1,72.5,167,106,None,,0,3,0.8,1.3,1,0.36,0.13,0.36,0.13,0.00,4.18,1.45,0.0,Adam,0.8,284,136,3,1.04,0,11.3,312,138,138,False,20.2,373,163,259,,2023-09-29T14:00:08.638239Z,49,217,137,0,0,None,0,,39155.jpg,1.1,359,171,0,0,0.0,Lallana,0.0,517,181,False,None,4,1.39,a,5,36,20.0,285,145,8,2982,31,6605,20,0.2,1.6,Lallana,1
2,0,45,0,0,0,0.0,232792,None,,0,0,0,0,25.6,303,103,None,,0,2,0.0,0.0,0,0.08,0.05,0.10,0.06,0.02,1.97,1.29,0.01,Tariq,0.0,445,149,5,3.28,0,7.6,351,126,139,False,43.4,310,116,137,Muscle injury - Expected back 25 Nov,2023-11-08T17:00:08.856481Z,40,648,183,0,0,None,0,,232792.jpg,2.0,233,76,0,0,0.0,Lamptey,6.7,59,19,False,None,1,0.66,i,5,36,7.0,363,126,8,670282,110,704349,6292,0.0,2.0,Lamptey,2
1,6,134,0,0,2,0.32,109345,2,,0,0,-3,3,126.5,90,66,2,,1,3,0.0,0.0,0,0.97,0.16,3.07,0.5,2.10,10.50,1.7,0.34,Solly,0.2,379,185,11,1.78,3,46.4,74,47,140,False,197.4,92,33,555,Knee injury - Unknown return date,2023-10-21T17:30:07.514105Z,62,57,35,0,0,None,0,,109345.jpg,5.6,11,7,0,0,0.0,March,2.9,108,30,False,None,7,1.14,i,5,36,139.0,68,42,39,1021045,19,1174651,3491,0.0,6.3,March,1
0,0,0,None,None,0,0,209288,None,,0,0,-1,1,0.0,449,20,None,,0,1,0.0,0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Tom,0.0,396,36,0,0,0,0.0,472,38,141,False,0.0,466,38,0,,None,39,724,80,0,0,None,0,,209288.jpg,0.0,478,38,0,0,0,McGill,0.3,275,36,False,None,0,0,a,5,36,0.0,425,14,0,15664,112,12980,72,0.0,0.0,McGill,0
0,0,56,25,25,1,0.26,15157,None,,0,0,-2,2,58.9,202,117,None,,0,3,0.2,0.3,0,0.43,0.11,0.43,0.11,0.00,5.54,1.42,0.0,James,0.8,280,132,7,1.8,0,10.7,319,142,142,False,45.8,302,133,350,Muscle injury - 25% chance of playing,2023-11-10T02:00:09.976619Z,48,274,176,0,0,None,0,,15157.jpg,1.3,330,154,0,0,0.0,Milner,0.1,371,116,False,None,5,1.29,d,5,36,2.0,405,204,9,6604,1,19760,114,0.2,1.9,Milner,2
4,7,173,100,100,0,0.0,451340,None,,1,-1,1,-1,252.2,26,20,None,,2,3,2.8,3.3,1,2.46,0.23,5.24,0.49,2.78,16.40,1.51,0.26,Kaoru,2.8,110,56,20,1.84,3,83.3,16,11,143,False,233.4,55,19,980,,2023-10-11T09:00:08.348049Z,66,44,27,0,0,None,0,,451340.jpg,4.4,43,24,0,0,0.0,Mitoma,37.9,7,4,False,None,10,0.92,a,5,36,346.0,14,9,53,2634589,11360,2592815,23630,0.4,8.0,Mitoma,3
0,0,0,25,25,0,0,243505,None,,0,0,-1,1,0.0,587,229,None,,0,3,0.0,0.1,0,0.00,0,0.00,0,0.00,0.00,0,0,Jakub,0.0,553,203,0,0,0,0.0,603,232,144,False,0.0,596,227,0,Lack of match fitness - 25% chance of playing,2023-10-20T15:30:08.340971Z,44,526,291,0,0,None,0,,243505.jpg,0.0,610,237,0,0,0,Moder,0.1,468,154,False,None,0,0,d,5,36,0.0,574,223,0,5499,19,8337,37,0.0,0.0,Moder,0
0,0,0,0,0,0,0,441192,None,,0,0,0,0,0.0,633,253,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Jeremy,0.0,598,228,0,0,0,0.0,643,256,146,False,0.0,637,252,0,Joined West Bromwich Albion on a season-long loan,2023-07-26T11:28:45.117167Z,45,408,234,0,0,None,0,,441192.jpg,0.0,649,260,0,0,0,Sarmiento Morante,0.0,675,275,False,None,0,0,u,5,36,0.0,623,248,0,0,0,1500,0,0.0,0.0,Sarmiento,0
0,0,0,0,0,0,0,240514,None,,0,0,0,0,0.0,498,44,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Kjell,0.0,449,60,0,0,0,0.0,520,61,147,False,0.0,513,61,0,Joined Sturm Graz on a season-long loan,2023-07-06T16:30:02.985300Z,40,652,53,0,0,None,0,,240514.jpg,0.0,525,61,0,0,0,Scherpen,0.0,733,85,False,None,0,0,u,5,36,0.0,475,38,0,0,0,32,0,0.0,0.0,Scherpen,0
0,0,124,None,None,0,0.0,49262,None,,0,0,-2,2,0.1,427,5,None,,0,1,1.8,2.3,2,0.00,0.0,0.00,0.0,0.00,8.83,1.26,0.0,Jason,1.8,168,15,13,1.86,0,18.0,254,18,148,False,179.6,112,18,630,,None,43,561,28,0,0,None,0,,49262.jpg,2.1,224,21,0,21,3.0,Steele,2.5,117,16,False,None,7,1.0,a,5,36,0.0,525,55,15,101381,407,389308,702,0.4,3.5,Steele,0
0,0,0,0,0,0,0,450434,None,,0,0,0,0,0.0,728,89,None,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Deniz,0.0,717,88,0,0,0,0.0,728,89,149,False,0.0,728,89,0,Season long loan to Stuttgart,2023-08-04T09:40:56.708875Z,55,110,33,0,0,None,0,,450434.jpg,0.0,727,89,0,0,0,Undav,0.0,634,87,False,None,0,0,u,5,36,0.0,727,89,0,0,0,4391,2,0.0,0.0,Undav,0
0,1,86,None,None,0,0.0,469142,None,,0,0,0,0,9.1,368,132,None,,0,2,1.5,2.0,2,0.06,0.01,0.18,0.03,0.12,6.06,1.14,0.02,Jan Paul,1.5,204,62,5,0.94,0,16.0,272,89,150,False,133.8,160,63,478,,None,40,677,204,0,0,None,0,,469142.jpg,1.7,277,91,0,0,0.0,van Hecke,1.8,132,53,False,None,5,0.94,a,5,36,17.0,299,97,12,190813,1053,151329,564,0.4,3.0,Van Hecke,1
1,0,118,None,None,0,0.0,111478,None,,0,0,-1,1,47.9,228,66,None,,0,2,1.2,1.7,1,0.25,0.03,0.33,0.04,0.08,12.10,1.59,0.01,Joël,1.2,226,72,15,1.97,0,22.2,219,67,151,False,137.0,156,59,685,,None,44,482,95,0,0,None,0,,111478.jpg,1.3,323,107,0,0,0.0,Veltman,1.0,180,71,False,None,6,0.79,a,5,36,36.0,235,66,16,83031,582,94928,544,0.3,3.6,Veltman,1
0,2,79,None,None,0,0.0,489639,None,,0,0,-1,1,0.0,599,69,None,,0,1,1.2,1.7,0,0.00,0.0,0.00,0.0,0.00,9.20,1.84,0.0,Bart,1.2,229,21,8,1.6,0,12.2,307,20,152,False,121.2,182,20,450,,None,44,548,27,0,0,None,0,,489639.jpg,2.4,193,19,0,13,2.6,Verbruggen,0.4,258,33,False,None,5,1.0,a,5,36,0.0,586,65,12,22902,125,33625,223,0.3,2.7,Verbruggen,0
0,0,89,100,100,0,0.0,110735,None,,0,0,-2,2,21.8,316,109,None,,0,2,0.5,1.0,0,0.10,0.02,0.42,0.07,0.32,10.37,1.73,0.05,Adam,0.5,298,96,13,2.17,0,13.7,294,103,153,False,99.8,220,88,540,,2023-08-11T13:30:06.362659Z,43,570,134,1,0,None,0,,110735.jpg,0.8,445,144,0,0,0.0,Webster,0.2,301,117,False,None,6,1.0,a,5,36,15.0,314,107,5,15479,102,25210,98,0.1,1.2,Webster,1
0,1,44,0,0,2,0.44,50175,None,,0,0,-3,3,71.6,168,21,None,,0,4,0.0,0.0,0,0.37,0.08,1.44,0.32,1.07,6.50,1.44,0.24,Danny,0.2,377,51,7,1.55,1,21.9,221,33,154,False,61.0,279,33,407,Muscle injury - Unknown return date,2023-10-21T17:30:07.549301Z,57,82,26,0,0,3,0,,50175.jpg,1.9,261,35,0,0,0.0,Welbeck,0.7,203,32,False,None,7,1.55,i,5,36,86.0,131,36,15,71788,19,246530,499,0.0,2.6,Welbeck,1
0,0,0,0,0,0,0,204676,None,,0,0,-1,1,0.0,576,59,None,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Andi,0.0,541,55,0,0,0,0.0,593,58,155,False,0.0,586,56,0,Permanent transfer to Genk,2023-09-06T09:25:40.755182Z,44,506,90,0,0,None,0,,204676.jpg,0.0,600,62,0,0,0,Zeqiri,0.6,221,38,False,None,0,0,u,5,36,0.0,563,58,0,25876,0,92787,263,0.0,0.0,Zeqiri,0
0,0,55,100,100,0,0.0,223434,None,,0,0,-2,2,25.7,302,102,None,,0,2,1.2,1.7,2,0.03,0.01,0.07,0.02,0.04,4.99,1.35,0.01,Igor Julio,1.2,225,71,6,1.62,0,6.8,357,128,606,False,37.0,329,123,333,,2023-10-09T08:30:09.354344Z,43,585,147,0,0,None,0,,223434.jpg,1.2,342,114,0,0,0.0,dos Santos de Paulo,0.1,360,136,False,None,4,1.08,a,5,36,5.0,378,134,6,10888,142,12272,73,0.3,1.4,Igor,1
0,0,12,None,None,0,0.0,532529,None,,0,0,0,0,22.8,312,163,None,,0,3,0.0,0.5,0,0.02,0.02,0.02,0.02,0.00,1.28,1.36,0.0,Jack,0.0,636,252,5,5.29,0,3.1,399,185,621,False,6.2,419,191,85,,None,45,451,261,0,0,None,0,,532529.jpg,2.0,240,103,0,0,0.0,Hinshelwood,0.0,600,230,False,None,1,1.06,a,5,36,2.0,399,200,2,1861,11,1780,11,0.0,0.4,Hinshelwood,0
0,0,25,None,None,0,0.0,535301,None,,0,0,0,0,15.9,335,174,None,,0,3,1.0,1.5,0,0.02,0.01,0.29,0.1,0.27,4.78,1.63,0.09,Carlos,1.0,255,120,7,2.39,0,6.9,356,163,690,False,38.6,326,145,264,,None,45,454,263,0,0,None,0,,535301.jpg,1.2,347,163,0,0,0.0,Baleba,0.1,413,132,False,None,3,1.02,a,5,36,14.0,324,163,7,13248,98,5141,138,0.2,1.6,Baleba,2
0,1,51,None,None,1,0.34,465607,None,,0,0,0,0,31.3,279,150,None,,0,3,3.0,3.5,3,0.28,0.09,2.97,1.0,2.69,3.75,1.27,0.91,Anssumane,3.0,100,52,5,1.69,2,24.8,201,99,700,False,85.0,242,95,266,,None,65,48,30,0,0,None,0,,465607.jpg,2.5,191,84,0,0,0.0,Fati Vieira,0.9,183,60,False,None,1,0.34,a,5,36,132.0,82,53,20,146487,2711,70606,983,0.5,3.1,Ansu Fati,1
0,0,0,None,None,0,0,578614,None,,0,0,-2,2,0.0,557,215,None,,0,3,-0.5,-1.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Enock,0.0,519,188,0,0,0,0.0,574,218,156,False,0.0,568,213,0,,None,43,601,318,0,0,None,0,,578614.jpg,0.0,581,223,0,0,0,Agyei,0.3,290,93,False,None,0,0,a,6,90,0.0,542,209,0,23499,893,18411,313,0.0,0.0,Agyei,0
0,0,96,100,100,0,0.0,487968,None,,0,0,0,0,29.6,286,92,None,,0,2,-0.3,-0.8,0,0.48,0.05,0.67,0.07,0.19,17.76,1.87,0.02,Ameen,0.2,341,112,22,2.32,0,18.2,252,83,157,False,119.0,185,73,855,,2023-10-18T22:00:08.810786Z,40,689,211,1,0,None,0,,487968.jpg,0.9,437,139,0,0,0.0,Al-Dakhil,0.7,198,77,False,None,10,1.05,a,6,90,34.0,238,68,9,84706,108,68329,483,0.0,2.2,Al-Dakhil,1
0,0,0,0,0,0,0,189776,None,,0,0,-1,1,0.0,693,291,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Samuel,0.0,670,276,0,0,0,0.0,697,293,158,False,0.0,695,292,0,Has joined Kasimpasa S.K. on loan,2023-09-18T10:36:05.969054Z,49,239,153,0,0,None,0,,189776.jpg,0.0,698,293,0,0,0,Bastien,0.0,633,253,False,None,0,0,u,6,90,0.0,690,289,0,326,0,2539,7,0.0,0.0,Bastien,0
0,0,8,25,25,0,0.0,183751,None,,0,0,-3,3,4.3,380,190,None,,0,3,-0.1,-0.2,0,0.01,0.01,0.04,0.05,0.03,3.09,4.28,0.04,Manuel Benson,0.0,703,300,3,4.15,0,3.3,394,183,159,False,6.0,420,192,65,Lack of match fitness - 25% chance of playing,2023-09-27T09:00:08.265496Z,52,156,98,0,0,None,0,,183751.jpg,1.0,428,211,0,0,0.0,Hedilazio,0.1,465,152,False,None,1,1.38,d,6,90,22.0,277,142,3,1577,2,14800,30,0.0,0.6,Benson,0
0,1,116,100,100,0,0.0,241231,None,,0,0,0,0,27.2,295,96,None,,0,2,0.3,-0.2,1,0.05,0.01,0.11,0.02,0.06,12.20,1.62,0.01,Jordan,0.8,271,88,16,2.12,0,20.8,229,71,160,False,175.8,114,39,678,,2023-10-07T21:00:07.723066Z,40,653,187,0,0,None,0,,241231.jpg,1.1,354,119,0,0,0.0,Beyer,1.6,143,59,False,None,8,1.06,a,6,90,4.0,382,136,9,61195,111,329134,367,0.2,2.2,Beyer,3
0,0,144,None,None,0,0.0,172782,1,,0,0,-3,3,188.3,51,40,3,,0,3,2.5,2.0,7,1.02,0.12,1.60,0.19,0.58,13.76,1.59,0.07,Josh,3.0,91,46,20,2.31,2,43.6,85,53,161,False,160.0,125,49,779,,None,47,320,209,0,0,None,0,,172782.jpg,2.5,186,82,0,0,0.0,Brownhill,0.2,351,109,False,None,8,0.92,a,6,90,86.0,129,78,28,16083,439,30029,83,0.6,6.0,Brownhill,1
0,0,0,100,100,0,0,250735,None,,0,0,-1,1,0.0,590,232,None,,0,3,-0.5,-1.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Darko,0.0,556,206,0,0,0,0.0,606,235,162,False,0.0,599,230,0,,2023-08-31T18:00:07.313510Z,44,532,294,0,0,None,0,,250735.jpg,0.0,613,240,0,0,0,Churlinov,0.0,603,232,False,None,0,0,a,6,90,0.0,577,226,0,965,9,3105,6,0.0,0.0,Churlinov,0
0,0,2,None,None,0,0.0,40145,None,,0,0,-2,2,0.9,407,203,None,,0,3,-0.5,-1.0,0,0.01,0.06,0.01,0.06,0.00,0.13,0.73,0.0,Jack,0.0,656,265,0,0.0,0,0.5,442,206,163,False,1.8,442,207,16,,None,48,276,177,0,0,None,0,,40145.jpg,1.0,406,192,0,0,0.0,Cork,0.0,592,224,False,None,0,0.0,a,6,90,2.0,406,205,1,527,9,2135,2,0.0,0.2,Cork,0
0,0,0,0,0,0,0,530873,None,,0,0,0,0,0.0,663,273,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Dara,0.0,632,251,0,0,0,0.0,674,276,164,False,0.0,668,272,0,Season long loan to St Johnstone,2023-08-17T06:12:47.501520Z,45,446,259,0,0,None,0,,530873.jpg,0.0,676,278,0,0,0,Costelloe,0.0,665,269,False,None,0,0,u,6,90,0.0,654,268,0,101,0,2746,5,0.0,0.0,Costelloe,0
1,0,115,100,100,0,0.0,172567,None,,0,0,0,0,109.9,109,80,None,,0,3,-0.3,-0.8,0,0.87,0.09,0.95,0.1,0.08,18.49,1.98,0.01,Josh,0.2,369,178,22,2.36,0,25.4,198,98,165,False,126.6,173,70,839,,2023-10-28T19:30:08.472702Z,50,185,114,0,0,None,0,,172567.jpg,1.7,284,130,0,0,0.0,Cullen,0.1,469,155,False,None,10,1.07,a,6,90,18.0,297,152,17,6856,8,8704,26,0.0,3.4,Cullen,5
0,0,0,None,None,0,0,432711,None,,0,0,-1,1,0.0,454,162,None,,0,2,-0.5,-1.0,0,0.00,0,0.00,0,0.00,0.00,0,0,CJ,0.0,401,125,0,0,0,0.0,477,164,166,False,0.0,471,165,0,,None,39,731,235,0,0,None,0,,432711.jpg,0.0,483,161,0,0,0,Egan-Riley,0.2,305,120,False,None,0,0,a,6,90,0.0,431,153,0,17848,82,14567,98,0.0,0.0,Egan-Riley,0
0,0,0,50,50,0,0,478969,None,,0,0,-1,1,0.0,457,165,None,,0,2,-0.2,-0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Hjalmar,0.0,405,129,0,0,0,0.0,480,167,167,False,0.0,474,168,0,Lack of match fitness - 50% chance of playing,2023-08-31T02:00:07.493185Z,39,735,239,0,0,None,0,,478969.jpg,0.0,486,164,0,0,0,Ekdal,0.1,394,152,False,None,0,0,d,6,90,0.0,434,156,0,2831,21,15669,28,0.0,0.0,Ekdal,0
2,4,105,25,25,1,0.15,435973,None,,0,0,0,0,79.5,155,18,None,,0,4,0.0,-0.1,0,0.48,0.07,2.04,0.3,1.56,13.54,2.0,0.23,Lyle,0.5,330,40,19,2.81,3,37.7,103,19,168,False,168.2,117,14,609,Illness - 25% chance of playing,2023-10-28T20:00:07.456915Z,50,203,45,0,0,None,0,,435973.jpg,4.7,31,6,1,0,0.0,Foster,1.1,165,25,False,None,7,1.03,d,6,90,130.0,83,28,33,254890,164,187783,2366,0.1,6.6,Foster,0
0,0,0,None,None,0,0,493347,None,,0,0,-1,1,0.0,458,24,None,,0,1,-0.5,-1.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Denis,0.0,406,40,0,0,0,0.0,481,42,169,False,0.0,475,42,0,,None,39,736,84,0,0,None,0,,493347.jpg,0.0,487,42,0,0,0,Franchi,0.2,346,53,False,None,0,0,a,6,90,0.0,435,18,0,7992,71,8667,22,0.0,0.0,Franchi,0
1,0,65,100,100,0,0.0,60586,2,,0,0,-2,2,189.1,49,38,2,,0,3,0.7,0.2,1,1.21,0.25,1.49,0.31,0.28,6.59,1.38,0.06,Jóhann Berg,1.2,233,110,10,2.09,0,30.0,161,82,170,False,68.6,267,108,431,,2023-09-25T13:00:08.033849Z,48,280,180,0,0,None,0,,60586.jpg,1.7,281,127,0,0,0.0,Gudmundsson,0.0,585,220,False,None,6,1.25,a,6,90,42.0,215,114,12,1519,12,4234,7,0.3,2.5,Gudmundsson,2
0,0,0,0,0,0,0,483391,None,,0,0,0,0,0.0,523,199,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Luke,0.0,476,168,0,0,0,0.0,545,201,171,False,0.0,539,202,0,Season long loan to Stoke City,2023-08-04T09:35:51.951556Z,40,686,209,0,0,None,0,,483391.jpg,0.0,551,198,0,0,0,McNally,0.0,657,226,False,None,0,0,u,6,90,0.0,502,192,0,0,0,1601,5,0.0,0.0,McNally,0
0,0,0,None,None,0,0,232917,None,,0,0,-2,2,0.0,554,64,None,,0,1,-0.5,-1.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Arijanet,0.0,513,78,0,0,0,0.0,572,79,172,False,0.0,566,79,0,,None,43,589,32,0,0,None,0,,232917.jpg,0.0,579,79,0,0,0,Muric,0.2,352,54,False,None,0,0,a,6,90,0.0,538,59,0,1362,11,14636,23,0.0,0.0,Muric,0
1,1,118,None,None,0,0.0,216616,None,,0,0,-1,1,45.7,235,68,None,,0,2,1.5,1.0,1,0.11,0.01,0.26,0.03,0.15,15.92,2.12,0.02,Dara,2.0,145,43,24,3.2,0,28.7,169,47,173,False,196.4,93,33,675,,None,44,512,112,0,0,None,0,,216616.jpg,1.2,344,115,0,0,0.0,O'Shea,0.2,335,133,False,None,7,0.93,a,6,90,43.0,209,52,10,6444,97,12950,49,0.5,2.3,O'Shea,0
0,0,1,100,50,0,0.0,220598,None,,0,0,-1,1,0.0,697,83,None,,0,4,-0.3,-0.4,1,0.00,0.0,0.05,0.9,0.05,0.00,0.0,0.9,Michael,0.2,365,47,0,0.0,0,0.0,701,82,174,False,0.0,699,81,5,,2023-08-06T23:30:05.563053Z,49,252,51,0,0,None,0,,220598.jpg,1.0,421,53,0,0,0.0,Obafemi,0.0,582,82,False,None,0,0.0,a,6,90,1.0,407,55,1,1530,30,4504,11,0.0,0.2,Obafemi,0
0,0,0,0,0,0,0,220037,None,,0,0,0,0,0.0,492,42,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Bailey,0.0,442,58,0,0,0,0.0,514,59,175,False,0.0,507,59,0,Joined Aarhus on loan,2023-07-26T11:25:50.410533Z,40,645,51,0,0,None,0,,220037.jpg,0.0,519,59,0,0,0,Peacock-Farrell,0.0,667,80,False,None,0,0,u,6,90,0.0,469,36,0,0,0,893,4,0.0,0.0,Peacock-Farrell,0
1,0,102,100,100,0,0.0,192290,None,,0,0,-1,1,92.7,135,27,None,,0,2,-1.0,-1.5,0,0.34,0.04,0.34,0.04,0.00,16.94,2.08,0.0,Connor,-0.5,737,239,21,2.58,0,22.5,214,64,176,False,125.0,175,68,733,,2023-10-21T17:30:07.665681Z,44,500,104,0,0,None,0,,192290.jpg,0.9,438,140,1,0,0.0,Roberts,0.2,317,122,False,None,8,0.98,a,6,90,8.0,354,123,8,13548,28,25877,77,-0.1,1.8,Roberts,2
0,0,10,None,None,0,0.0,44683,None,,0,0,-2,2,17.8,327,43,None,,0,4,0.7,0.2,2,0.03,0.01,1.05,0.32,1.02,5.43,1.67,0.31,Jay,1.2,237,28,8,2.46,0,13.1,301,41,177,False,25.2,362,40,293,,None,53,129,37,0,0,1,0,,44683.jpg,1.3,335,41,0,0,0.0,Rodriguez,0.2,348,55,False,None,2,0.61,a,6,90,94.0,119,33,9,8990,125,23234,84,0.2,1.7,Rodriguez,0
0,0,110,None,None,0,0.0,103914,None,,0,0,0,0,59.1,201,55,None,,0,2,1.7,1.2,1,0.18,0.02,0.30,0.03,0.12,15.38,1.71,0.01,Charlie,2.2,122,31,19,2.11,1,23.9,205,60,178,False,156.4,131,48,810,,None,40,619,165,0,0,None,0,,103914.jpg,1.6,289,93,0,0,0.0,Taylor,5.5,77,29,False,None,9,1.0,a,6,90,23.0,270,82,14,606448,1690,154159,1428,0.6,3.5,Taylor,3
0,0,0,0,0,0,0,461102,None,,0,0,0,0,0.0,511,193,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Bobby,0.0,463,161,0,0,0,0.0,533,195,179,False,0.0,526,195,0,Permanent transfer to Coventry,2023-07-24T09:55:44.165399Z,40,670,199,0,0,None,0,,461102.jpg,0.0,539,192,0,0,0,Thomas,0.0,653,224,False,None,0,0,u,6,90,0.0,489,185,0,0,0,1193,6,0.0,0.0,Thomas,0
0,0,0,0,0,0,0,226473,None,,0,0,-1,1,0.0,699,295,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Scott,0.0,677,282,0,0,0,0.0,703,297,180,False,0.0,701,296,0,Season long loan to Hull,2023-08-21T08:28:24.720790Z,49,254,162,0,0,None,0,,226473.jpg,0.0,703,297,0,0,0,Twine,0.0,674,274,False,None,0,0,u,6,90,0.0,695,293,0,119,0,2623,2,0.0,0.0,Twine,0
0,0,0,None,None,0,0,133085,None,,0,0,0,0,0.0,478,37,None,,0,1,-0.5,-1.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Lawrence,0.0,427,53,0,0,0,0.0,500,54,181,False,0.0,493,54,0,,None,40,629,46,0,0,None,0,,133085.jpg,0.0,505,54,0,0,0,Vigouroux,0.2,329,51,False,None,0,0,a,6,90,0.0,455,31,0,3174,27,8616,29,0.0,0.0,Vigouroux,0
0,0,41,100,100,0,0.0,441455,None,,0,0,-1,1,40.1,254,74,None,,0,2,0.3,-0.2,1,0.12,0.03,0.13,0.03,0.01,7.88,1.69,0.0,Victor,0.8,276,91,12,2.58,0,8.4,342,120,182,False,33.2,338,129,419,,2023-08-31T02:00:07.534376Z,44,536,121,0,0,None,0,,441455.jpg,1.0,381,134,0,0,0.0,da Silva,0.1,382,144,False,None,5,1.07,a,6,90,11.0,339,116,6,2863,19,10359,21,0.2,1.4,Vitinho,0
0,0,0,0,0,0,0,120202,None,,0,0,0,0,0.0,725,87,None,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Wout,0.0,714,86,0,0,0,0.0,725,87,183,False,0.0,725,87,0,On loan to Hoffenheim,2023-08-10T13:52:51.426276Z,55,94,29,0,0,None,0,,120202.jpg,0.0,724,87,0,0,0,Weghorst,0.0,519,73,False,None,0,0,u,6,90,0.0,723,87,0,0,0,14654,14,0.0,0.0,Weghorst,0
0,0,3,100,100,0,0.0,511783,3,,0,0,-2,2,31.4,278,149,None,,0,3,0.0,-0.5,0,0.09,0.06,0.25,0.17,0.16,2.67,1.91,0.11,Anass,0.5,323,154,2,1.43,0,4.6,381,176,184,False,1.8,443,208,126,,2023-08-12T08:00:06.224285Z,48,309,203,0,0,None,0,,511783.jpg,0.5,461,222,1,0,0.0,Zaroury,0.0,547,199,False,None,1,0.71,a,6,90,19.0,289,147,2,1547,4,11478,19,0.1,0.4,Zaroury,0
1,2,100,None,None,0,0.0,207189,None,,0,0,-2,2,94.5,130,93,None,,0,3,1.0,0.5,2,0.21,0.02,1.13,0.13,0.92,18.28,2.09,0.11,Sander,1.5,213,98,23,2.63,0,29.1,167,85,475,False,129.0,169,66,787,,None,48,300,197,0,0,None,0,,207189.jpg,1.9,258,114,0,0,0.0,Berge,0.1,389,126,False,None,9,1.03,a,6,90,66.0,163,97,23,8055,50,14872,53,0.3,4.8,Berge,2
