assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,clean_sheets_per_90,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,expected_assists,expected_assists_per_90,expected_goal_involvements,expected_goal_involvements_per_90,expected_goals,expected_goals_conceded,expected_goals_conceded_per_90,expected_goals_per_90,first_name,form,form_rank,form_rank_type,goals_conceded,goals_conceded_per_90,goals_scored,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,now_cost_rank,now_cost_rank_type,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,points_per_game_rank,points_per_game_rank_type,red_cards,saves,saves_per_90,second_name,selected_by_percent,selected_rank,selected_rank_type,special,squad_number,starts,starts_per_90,status,team,team_code,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
2,0,137,75,100,2,0.25,444145,2,,0,0,-2,2,287.0,19,15,3,,0,3,2.0,3.2,2,1.53,0.19,2.75,0.34,1.22,5.89,0.74,0.15,Gabriel,2.2,141,68,8,1.0,1,71.7,25,18,12,False,163.0,122,47,721,Muscle injury - 75% chance of playing,2023-11-12T02:00:08.588141Z,78,16,9,0,0,None,0,,444145.jpg,3.1,129,55,0,0,0.0,Martinelli Silva,7.6,49,16,False,None,9,1.12,d,1,3,268.0,27,15,31,735721,8748,1378781,9835,0.3,4.0,Martinelli,0
2,5,159,100,75,6,0.7,205533,None,,0,0,2,-2,90.6,138,15,None,,1,4,5.5,4.5,1,0.31,0.04,3.45,0.41,3.14,5.63,0.66,0.37,Eddie,5.0,29,5,5,0.59,5,53.4,55,13,13,False,179.4,113,13,766,,2023-11-09T08:30:08.250179Z,57,86,27,0,0,None,0,,205533.jpg,4.2,49,10,0,0,0.0,Nketiah,10.1,38,6,False,None,9,1.06,a,1,3,272.0,25,12,50,1338407,9136,735942,19568,0.9,8.8,Nketiah,2
2,6,161,75,75,4,0.46,184029,3,,-1,1,-2,2,239.2,31,25,1,,1,3,0.8,1.1,0,1.16,0.13,3.77,0.43,2.61,7.61,0.87,0.3,Martin,0.5,335,162,7,0.8,3,65.3,31,22,14,False,217.4,71,26,789,Hip injury - 75% chance of playing,2023-11-04T21:00:08.152623Z,83,10,7,0,0,2,0,,184029.jpg,5.3,14,9,0,0,0.0,Ødegaard,14.8,25,10,False,None,9,1.03,d,1,3,197.0,40,24,48,1076104,879,2017502,27287,0.1,5.8,Ødegaard,1
0,0,58,0,0,1,0.36,167199,None,,0,0,-2,2,60.0,197,115,None,,0,3,0.0,0.0,0,0.21,0.08,0.28,0.11,0.07,2.53,0.91,0.03,Thomas,0.0,660,269,2,0.72,0,13.1,300,135,15,False,55.8,291,124,250,Muscle injury - Unknown return date,2023-10-25T12:00:07.465521Z,48,291,191,0,0,None,0,,167199.jpg,1.8,268,119,0,0,0.0,Partey,0.2,342,103,False,None,3,1.08,i,1,3,15.0,315,159,7,8471,4,35255,79,0.0,1.5,Thomas,0
0,0,0,0,0,0,0,195735,None,,0,0,-1,1,0.0,695,293,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Nicolas,0.0,672,278,0,0,0,0.0,699,295,16,False,0.0,697,294,0,Permanent move to Trabzonspor,2023-09-11T14:13:51.462896Z,49,242,155,0,0,None,0,,195735.jpg,0.0,700,295,0,0,0,Pépé,0.0,514,179,False,None,0,0,u,1,3,0.0,692,291,0,667,0,6160,6,0.0,0.0,Pepe,0
0,0,55,None,None,1,0.25,225321,None,,0,0,-3,3,0.0,679,78,None,,0,1,0.5,1.0,0,0.01,0.0,0.01,0.0,0.00,3.73,0.93,0.0,Aaron,0.0,651,83,4,1.0,0,5.1,373,22,17,False,51.0,297,22,360,,None,47,324,12,0,0,None,0,,225321.jpg,2.8,154,15,0,5,1.25,Ramsdale,7.7,48,9,False,None,4,1.0,a,1,3,0.0,672,76,11,213818,228,1238935,4817,0.0,2.3,Ramsdale,0
0,0,0,0,0,0,0,115918,None,,0,0,0,0,0.0,473,35,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Rúnar Alex,0.0,422,51,0,0,0,0.0,495,52,18,False,0.0,488,52,0,Season long loan to Cardiff City,2023-08-20T06:33:02.960208Z,40,624,44,0,0,None,0,,115918.jpg,0.0,500,52,0,0,0,Rúnarsson,0.1,409,59,False,None,0,0,u,1,3,0.0,450,29,0,990,0,9643,32,0.0,0.0,Rúnarsson,0
6,8,264,100,75,4,0.38,223340,1,,0,0,1,-1,424.0,4,3,None,,2,3,5.0,4.1,5,3.33,0.32,7.48,0.72,4.15,8.62,0.82,0.4,Bukayo,4.5,46,22,10,0.95,4,111.3,3,2,19,True,338.2,11,4,945,,2023-11-09T08:30:08.290130Z,86,7,5,0,0,1,0,,223340.jpg,6.5,5,3,0,0,0.0,Saka,49.9,3,1,False,None,11,1.05,a,1,3,351.0,12,7,71,2332998,33309,3226784,13852,0.5,8.3,Saka,1
1,5,250,100,100,5,0.42,462424,None,,0,0,3,-3,53.8,212,57,None,,0,2,5.3,5.8,9,0.46,0.04,1.16,0.1,0.70,9.55,0.8,0.06,William,4.8,36,11,10,0.83,1,34.7,122,31,20,True,247.8,45,13,1080,,2023-10-09T08:30:07.861646Z,53,147,12,0,0,None,0,,462424.jpg,4.6,35,8,0,0,0.0,Saliba,29.0,11,3,False,None,12,1.0,a,1,3,44.0,208,51,55,2037070,63587,1197759,1885,0.9,10.4,Saliba,0
1,0,24,25,25,1,0.87,209289,None,,0,0,-2,2,17.2,330,173,None,,0,3,0.6,0.7,0,0.05,0.04,0.85,0.73,0.80,0.17,0.15,0.69,Emile,1.8,192,90,0,0.0,0,9.1,333,152,22,False,33.8,337,149,104,Knee injury - 25% chance of playing,2023-11-02T11:00:07.493976Z,53,142,91,0,0,None,0,,209289.jpg,2.2,221,96,0,0,0.0,Smith Rowe,0.1,398,128,False,None,1,0.87,d,1,3,41.0,219,117,9,4618,6,14802,94,0.3,1.7,Smith Rowe,0
0,0,0,0,0,0,0,192895,None,,0,0,-1,1,0.0,574,227,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Kieran,0.0,538,207,0,0,0,0.0,591,227,24,False,0.0,584,227,0,Season long loan to Real Sociedad,2023-08-29T07:46:59.686803Z,44,501,105,0,0,None,0,,192895.jpg,0.0,598,225,0,0,0,Tierney,0.1,395,153,False,None,0,0,u,1,3,0.0,561,225,0,2665,0,27787,25,0.0,0.0,Tierney,0
0,0,76,100,100,1,0.22,223723,None,,0,0,0,0,26.2,301,101,None,,0,2,3.5,4.0,2,0.23,0.05,0.61,0.13,0.38,4.77,1.03,0.08,Takehiro,3.0,87,23,4,0.87,1,14.9,287,99,25,False,78.8,256,102,415,,2023-08-22T00:00:07.272418Z,45,388,75,0,0,None,0,,223723.jpg,2.0,238,79,1,0,0.0,Tomiyasu,0.4,252,97,False,None,3,0.65,a,1,3,46.0,200,46,20,33240,1047,24286,299,0.7,4.4,Tomiyasu,0
1,6,118,100,100,1,0.3,116216,4,,0,0,-5,5,127.3,89,65,None,,2,3,5.7,6.2,13,1.05,0.32,2.06,0.62,1.01,2.18,0.65,0.3,Leandro,5.2,22,12,3,0.9,3,43.9,84,52,26,False,158.2,128,50,300,,2023-10-09T08:30:07.911344Z,65,46,28,0,0,None,0,,116216.jpg,4.4,42,23,0,0,0.0,Trossard,2.0,128,37,False,None,3,0.9,a,1,3,153.0,58,36,35,152270,15659,503361,692,0.8,5.4,Trossard,0
1,7,236,75,None,5,0.48,198869,None,,0,0,3,-3,176.2,54,11,None,,2,2,1.9,3.0,0,0.82,0.08,1.38,0.13,0.56,9.24,0.88,0.05,Benjamin,2.0,166,50,9,0.86,1,48.2,67,10,29,False,229.0,58,20,947,Muscle injury - 75% chance of playing,2023-11-12T02:00:08.673390Z,58,75,6,0,0,None,0,,198869.jpg,4.8,29,6,0,0,0.0,White,15.9,21,7,False,None,11,1.05,d,1,3,77.0,147,19,53,1192328,5408,584159,42184,0.3,9.1,White,2
0,0,0,0,0,0,0,84450,None,,0,0,0,0,0.0,731,316,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Granit,0.0,722,313,0,0,0,0.0,731,316,30,False,0.0,731,316,0,Transferred to Bayer Leverkusen,2023-07-11T08:41:07.159936Z,60,63,39,0,0,None,0,,84450.jpg,0.0,730,316,0,0,0,Xhaka,0.0,668,271,False,None,0,0,u,1,3,0.0,731,316,0,0,0,1180,1,0.0,0.0,Xhaka,0
0,6,191,None,None,4,0.54,206325,None,,0,0,-1,1,170.2,59,13,None,,1,2,5.3,5.8,10,1.00,0.14,1.34,0.19,0.34,5.52,0.75,0.05,Oleksandr,4.8,35,10,6,0.81,1,40.0,93,20,31,False,157.8,130,47,663,,None,49,247,31,0,0,None,0,,206325.jpg,4.0,58,12,0,0,0.0,Zinchenko,6.2,65,22,False,None,8,1.09,a,1,3,73.0,152,23,44,388429,24335,460652,1073,1.0,9.0,Zinchenko,1
0,2,152,None,None,4,0.5,154561,None,,0,0,-1,1,0.0,692,81,None,,0,1,3.7,4.2,3,0.00,0.0,0.00,0.0,0.00,5.82,0.73,0.0,David,3.2,80,5,6,0.75,0,11.1,316,21,113,False,112.0,200,21,720,,None,49,235,8,0,0,None,0,,154561.jpg,4.4,41,3,0,12,1.5,Raya Martin,4.9,83,14,False,None,8,1.0,a,1,3,0.0,689,80,35,359675,3817,385506,1991,0.7,7.1,Raya,0
1,5,217,100,100,5,0.44,204480,None,,0,0,-1,1,151.3,66,48,None,,1,3,5.3,5.8,2,0.74,0.07,1.64,0.15,0.90,8.84,0.78,0.08,Declan,4.8,37,17,9,0.79,2,51.5,59,38,540,False,263.6,32,11,1023,,2023-09-24T22:30:08.321972Z,54,122,77,0,0,None,0,,204480.jpg,3.8,80,39,0,0,0.0,Rice,5.5,76,23,False,None,12,1.06,a,1,3,99.0,113,69,46,323558,4080,436933,3296,0.9,8.5,Rice,0
0,0,17,100,100,0,0.0,200641,None,,0,0,-1,1,32.4,277,148,None,,0,3,1.0,1.5,1,0.14,0.21,0.16,0.24,0.02,0.56,0.83,0.03,Reiss,0.5,325,156,0,0.0,0,5.3,371,170,578,False,10.8,397,178,61,,2023-08-07T15:30:06.067296Z,49,243,156,0,0,None,0,,200641.jpg,1.0,419,203,0,0,0.0,Nelson,0.0,520,183,False,None,0,0.0,a,1,3,10.0,344,177,5,5484,37,5996,38,0.1,1.0,Nelson,0
0,0,3,0,0,0,0.0,445122,None,,0,0,-4,4,2.4,390,144,None,,0,2,0.0,0.0,0,0.01,0.02,0.01,0.02,0.00,0.28,0.51,0.0,Jurriën,0.0,646,228,0,0.0,0,0.6,440,156,585,False,3.6,431,157,49,Knee injury - Unknown return date,2023-08-12T18:00:07.121160Z,46,347,48,0,0,None,0,,445122.jpg,0.0,686,238,0,0,0.0,Timber,0.5,239,93,False,None,1,1.84,i,1,3,0.0,670,239,0,11759,14,475005,131,0.0,0.0,J.Timber,1
0,0,0,None,None,0,0,463748,None,,0,0,0,0,0.0,516,51,None,,0,1,0.5,1.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Karl,0.0,468,67,0,0,0,0.0,538,68,646,False,0.0,531,68,0,,None,40,675,60,0,0,None,0,,463748.jpg,0.0,544,68,0,0,0,Hein,0.0,507,68,False,None,0,0,a,1,3,0.0,494,45,0,3485,27,2392,40,0.0,0.0,Hein,0
0,0,0,None,None,0,0,516874,None,,0,0,0,0,0.0,660,271,None,,0,3,1.7,2.2,0,0.00,0,0.00,0,0.00,0.00,0,0,Charles,0.0,629,249,0,0,0,0.0,671,274,735,False,0.0,665,270,0,,None,45,443,257,0,0,None,0,,516874.jpg,0.0,674,277,0,0,0,Sagoe,0.0,739,318,False,None,0,0,a,1,3,0.0,651,266,0,17,17,2,2,0.0,0.0,Sagoe,0
0,0,0,None,None,0,0,535262,None,,0,0,0,0,0.0,534,207,None,,0,2,1.8,2.3,0,0.00,0,0.00,0,0.00,0.00,0,0,Reuell,0.0,487,176,0,0,0,0.0,556,209,736,False,0.0,550,210,0,,None,40,698,218,0,0,None,0,,535262.jpg,0.0,562,206,0,0,0,Walters,0.0,734,240,False,None,0,0,a,1,3,0.0,513,200,0,51,51,5,5,0.0,0.0,Walters,0
0,0,0,None,None,0,0,535264,None,,0,0,0,0,0.0,668,275,None,,0,3,1.7,2.2,0,0.00,0,0.00,0,0.00,0.00,0,0,Bradley,0.0,638,253,0,0,0,0.0,678,277,737,False,0.0,672,273,0,,None,45,453,262,0,0,None,0,,535264.jpg,0.0,680,279,0,0,0,Ibrahim,0.0,738,317,False,None,0,0,a,1,3,0.0,659,270,0,9,9,1,1,0.0,0.0,Ibrahim,0
0,0,0,100,100,0,0,106468,None,,0,0,0,0,0.0,704,240,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Alexandre,0.0,685,232,0,0,0,0.0,708,240,32,False,0.0,708,240,0,,2023-09-24T22:30:06.810510Z,50,173,21,0,0,None,0,,106468.jpg,0.0,708,239,0,0,0,Moreno Lopera,0.1,444,171,False,None,0,0,a,2,7,0.0,701,240,0,10131,501,9350,114,0.0,0.0,Alex Moreno,0
3,3,115,100,100,1,0.26,215711,4,,0,0,0,0,108.1,113,83,None,,1,3,3.8,3.8,4,1.87,0.49,3.80,1.0,1.93,6.81,1.8,0.51,Leon,3.8,61,31,7,1.85,3,38.0,100,60,34,False,149.4,139,52,341,,2023-09-28T04:00:07.310756Z,55,103,63,0,0,None,0,,215711.jpg,3.8,81,40,0,0,0.0,Bailey,1.1,168,55,False,None,2,0.53,a,2,7,123.0,98,60,38,241450,466,230650,674,0.7,6.9,Bailey,1
0,0,0,0,0,0,0,195546,None,,0,0,-3,3,0.0,729,315,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Emiliano,0.0,718,310,0,0,0,0.0,729,315,35,False,0.0,729,315,0,Knee injury - Expected back 10 Feb,2023-08-10T11:00:05.686871Z,57,85,53,0,0,None,0,,195546.jpg,0.0,728,315,0,0,0,Buendía Stati,0.0,529,188,False,None,0,0,i,2,7,0.0,729,315,0,543,4,16725,12,0.0,0.0,Buendia,0
1,4,202,100,100,3,0.26,199796,None,,0,0,7,-7,91.7,136,28,None,,1,2,2.2,2.2,2,1.31,0.12,4.74,0.42,3.43,14.46,1.27,0.3,Matty,2.2,134,39,15,1.32,2,55.5,48,5,36,False,232.2,57,19,1023,,2023-11-05T22:00:08.120450Z,52,158,15,1,0,None,0,,199796.jpg,3.8,76,19,0,0,0.0,Cash,34.0,9,2,False,None,12,1.06,a,2,7,230.0,33,1,45,3400353,8763,799090,11152,0.4,8.7,Cash,3
0,0,0,None,None,0,0,101184,None,,0,0,-1,1,0.0,440,158,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Calum,0.0,387,120,0,0,0,0.0,464,160,37,False,0.0,458,161,0,,None,39,713,227,0,0,None,0,,101184.jpg,0.0,470,157,0,0,0,Chambers,1.0,177,70,False,None,0,0,a,2,7,0.0,416,148,0,36568,285,70799,338,0.0,0.0,Chambers,0
0,0,7,0,0,0,0.0,84583,None,,0,0,-2,2,2.8,388,194,None,,0,3,0.0,0.0,0,0.02,0.08,0.17,0.64,0.15,0.68,2.55,0.56,Philippe,0.0,719,311,1,3.75,0,1.8,426,197,38,False,4.0,429,198,24,Joined Al-Duhail on loan for the rest of the season,2023-08-20T22:00:05.790965Z,58,71,44,0,0,None,0,,84583.jpg,1.0,431,213,0,0,0.0,Coutinho Correia,0.2,331,99,False,None,0,0.0,u,2,7,12.0,336,172,2,4781,0,46740,38,0.0,0.3,Coutinho,0
0,0,0,0,0,0,0,221239,None,,0,0,-1,1,0.0,698,84,None,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Keinan,0.0,676,80,0,0,0,0.0,702,83,39,False,0.0,700,82,0,Transferred to Udinese,2023-09-03T20:12:01.415986Z,49,253,52,0,0,None,0,,221239.jpg,0.0,702,84,0,0,0,Davis,0.1,369,60,False,None,0,0,u,2,7,0.0,694,83,0,4950,0,21925,44,0.0,0.0,Davis,0
0,0,10,100,100,0,0.0,151589,None,,0,0,-1,1,0.8,409,205,None,,0,3,0.5,0.5,0,0.00,0.0,0.00,0.0,0.00,0.51,6.56,0.0,Leander,0.5,324,155,0,0.0,0,0.8,438,204,40,False,7.4,416,189,7,,2023-08-10T15:00:04.947940Z,49,234,149,0,0,None,0,,151589.jpg,1.0,416,201,0,0,0.0,Dendoncker,0.0,614,238,False,None,0,0.0,a,2,7,0.0,688,288,4,976,12,2229,9,0.1,0.8,Dendoncker,0
0,0,47,75,75,0,0.0,165659,None,,0,0,-1,1,13.5,352,123,None,,0,2,0.4,0.4,0,0.03,0.01,0.40,0.13,0.37,4.02,1.33,0.12,Diego Carlos,0.5,305,102,6,1.98,0,11.5,311,113,41,False,56.8,290,113,273,Muscle injury - 75% chance of playing,2023-11-10T02:00:09.636100Z,44,492,99,0,0,None,0,,165659.jpg,1.1,355,120,0,0,0.0,Santos Silva,0.3,274,108,False,None,3,0.99,d,2,7,45.0,202,48,8,18781,21,39908,406,0.1,1.8,Diego Carlos,0
3,2,193,None,None,2,0.17,101188,3,,0,0,2,-2,356.9,9,3,2,,1,2,1.8,1.8,2,2.29,0.19,2.46,0.2,0.17,15.16,1.28,0.01,Lucas,1.8,180,57,17,1.43,0,64.8,33,3,42,False,217.8,69,23,1070,,None,47,315,38,0,0,None,0,,101188.jpg,2.9,143,49,0,0,0.0,Digne,6.6,61,20,False,None,12,1.01,a,2,7,74.0,150,21,35,777438,2743,271523,3669,0.4,7.4,Digne,4
1,10,272,None,None,2,0.18,230046,1,,0,0,1,-1,226.9,35,27,1,,2,3,6.5,6.5,2,1.31,0.12,4.52,0.4,3.21,14.80,1.3,0.28,Douglas Luiz,6.5,9,6,17,1.5,5,69.3,26,19,43,False,329.2,16,7,1023,,None,56,91,56,0,0,1,0,,230046.jpg,5.0,22,13,0,0,0.0,Soares de Paulo,12.1,32,12,False,None,12,1.06,a,2,7,137.0,73,45,60,1284394,11937,333748,8426,1.2,10.7,Douglas Luiz,4
0,3,55,100,100,0,0.0,476344,None,,0,0,0,0,14.2,348,47,None,,0,4,0.0,0.0,0,0.01,0.01,0.74,0.98,0.73,1.12,1.48,0.97,Jhon,0.0,697,83,0,0.0,2,13.7,295,40,44,False,72.6,263,31,68,,2023-10-29T22:00:09.647546Z,50,209,46,0,0,None,0,,476344.jpg,2.5,189,25,0,0,0.0,Durán,0.2,312,49,False,None,0,0.0,a,2,7,55.0,186,41,15,42615,217,34552,206,0.0,3.0,Duran,2
0,0,0,None,None,0,0,123354,None,,0,0,0,0,0.0,477,172,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Kortney,0.0,426,137,0,0,0,0.0,499,174,45,False,0.0,492,174,0,,None,40,628,170,0,0,None,0,,123354.jpg,0.0,504,170,0,0,0,Hause,0.2,319,124,False,None,0,0,a,2,7,0.0,454,163,0,9180,77,13027,82,0.0,0.0,Hause,0
0,0,0,100,100,0,0,490094,None,,0,0,-1,1,0.0,600,239,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Tim,0.0,566,214,0,0,0,0.0,615,242,46,False,0.0,608,237,0,,2023-08-10T15:00:04.998490Z,44,549,306,0,0,None,0,,490094.jpg,0.0,622,247,0,0,0,Iroegbunam,0.0,590,223,False,None,0,0,a,2,7,0.0,587,233,0,1026,17,3023,9,0.0,0.0,Iroegbunam,0
0,1,150,100,100,3,0.27,226944,None,,0,0,0,0,188.8,50,39,None,,0,3,1.8,1.8,2,0.55,0.05,0.63,0.06,0.08,14.11,1.26,0.01,Boubacar,1.8,188,86,16,1.42,0,34.6,124,68,47,False,143.0,149,58,1011,,2023-09-30T23:00:07.886006Z,50,199,123,0,0,None,0,,226944.jpg,1.9,260,116,0,0,0.0,Kamara,0.1,376,120,False,None,12,1.07,a,2,7,13.0,330,167,23,11411,67,12231,77,0.4,4.6,Kamara,4
1,2,206,None,None,2,0.17,199798,None,,0,0,0,0,38.3,259,77,None,,0,2,2.5,2.5,1,0.26,0.02,0.96,0.08,0.70,15.61,1.3,0.06,Ezri,2.5,113,29,17,1.42,0,33.1,135,32,48,False,199.8,87,31,1080,,None,45,379,69,0,0,None,0,,199798.jpg,2.6,175,59,0,0,0.0,Konsa Ngoyo,1.4,153,62,False,None,12,1.0,a,2,7,91.0,124,15,31,86998,968,66675,646,0.6,6.9,Konsa,2
0,3,187,100,100,2,0.18,98980,None,,0,0,-1,1,0.0,690,80,None,,0,1,1.8,1.8,3,0.00,0.0,0.00,0.0,0.00,14.88,1.35,0.0,Emiliano,1.8,185,19,16,1.45,0,21.0,227,15,49,False,209.6,76,15,990,,2023-08-25T14:00:08.378829Z,49,227,7,1,0,None,0,,98980.jpg,2.7,168,17,0,30,2.73,Martínez Romero,7.3,53,11,False,None,11,1.0,a,2,7,0.0,686,79,30,368785,1069,445221,2699,0.4,6.1,Martinez,2
